,base-10,base-10,base-6,base-6,base-7,base-7,base-8,base-8,base-9,base-9,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
1080,189.22666666666666,5.37450359464843,0.7183333333333334,0.8994427287060677,2.1283333333333334,1.5964117750616733,5.831666666666667,3.023242832162549,20.383333333333333,8.845887305534834,218.28833333333333,6.660470245327189,4.345,0.593836397222891,0.89,0.31288975694323823
1090,189.57833333333335,5.251399548903344,0.6933333333333334,0.8770911519841529,2.045,1.556590826132547,5.615,2.923486788066603,19.888333333333332,8.73360543469242,217.82,6.540713518671594,4.328333333333333,0.5948645971049957,0.895,0.30655342111938516
1100,189.87833333333333,5.1797873722984376,0.6733333333333333,0.8640730421800147,1.9716666666666667,1.5223437704919207,5.425,2.8368483098913333,19.401666666666667,8.688900806328851,217.35,6.467676038062922,4.31,0.6114736298484192,0.9066666666666666,0.29089898972361933
1110,190.18833333333333,5.074071069882867,0.6433333333333333,0.856030892485131,1.9016666666666666,1.4995545634917347,5.26,2.8194089215058233,18.908333333333335,8.585642893161179,216.90166666666667,6.45564331074412,4.273333333333333,0.6339996494916651,0.8883333333333333,0.31495590520296873
1120,190.51333333333332,5.009306893728441,0.6183333333333333,0.8441942246242174,1.8233333333333333,1.4839549259402105,5.065,2.7387542788647496,18.41,8.44976725517732,216.43,6.3310162428054655,4.236666666666666,0.6408241221704684,0.8883333333333333,0.314955905202969
1130,190.81666666666666,4.921692346699008,0.5866666666666667,0.8281438415047365,1.7733333333333334,1.4714920621222822,4.906666666666666,2.6691987978084812,17.973333333333333,8.358785132355594,216.05666666666667,6.265523831962404,4.198333333333333,0.6498696450485709,0.915,0.2788816953476851
1140,191.08,4.8569812298038295,0.5583333333333333,0.7978704294697367,1.7083333333333333,1.4177201964970223,4.766666666666667,2.623398982660134,17.548333333333332,8.236159939896474,215.66166666666666,6.165268084646076,4.185,0.6588689803999956,0.9083333333333333,0.2885548282196788
1150,191.35333333333332,4.745364990060185,0.535,0.7866225270102569,1.6366666666666667,1.3968973556500908,4.628333333333333,2.592334319146021,17.16,8.157270785419998,215.31333333333333,6.134749836428175,4.141666666666667,0.6645278189979845,0.9033333333333333,0.29550333707459575
1160,191.63333333333333,4.633453235858643,0.51,0.7723772825935971,1.57,1.3607963354839923,4.505,2.545579501803078,16.745,8.007911192481265,214.96333333333334,6.0375482514750045,4.11,0.671739036630547,0.9183333333333333,0.2738562072004632
1170,191.88833333333332,4.549270698572331,0.4866666666666667,0.750436909776933,1.5116666666666667,1.331614517126571,4.391666666666667,2.5096342141612795,16.32,7.905331534266394,214.59833333333333,5.981387566628868,4.085,0.679049580909475,0.91,0.2861817604250824
1180,192.11,4.497914331480023,0.4666666666666667,0.7408703590297595,1.465,1.3059255976764748,4.213333333333333,2.421670681345603,15.891666666666667,7.808751322857083,214.14666666666668,5.893088230197214,4.056666666666667,0.6807757013551212,0.94,0.23748684174075738
1190,192.37,4.377948530228902,0.45666666666666667,0.7221187960131995,1.4166666666666667,1.2661183023539146,4.093333333333334,2.4065096901714096,15.53,7.683256687976357,213.86666666666667,5.844560624109294,4.05,0.686172961674629,0.905,0.2932149382279163
1200,192.59,4.267930802313146,0.435,0.6969756093293364,1.365,1.2457026129859465,3.9566666666666666,2.3596868907171187,15.14,7.572344419002613,213.48666666666668,5.733511625134752,4.016666666666667,0.6950219820664326,0.9216666666666666,0.2686954078919516
1210,192.82333333333332,4.2232044179219566,0.42333333333333334,0.6885653362043576,1.3066666666666666,1.2339457938751648,3.84,2.3376056125873736,14.696666666666667,7.461098370138889,213.09,5.675552836508527,3.985,0.7057679033034397,0.93,0.25514701644346033
1220,193.04666666666665,4.14018786476599,0.405,0.6789513973768666,1.26,1.2023865157815632,3.715,2.2819089231021756,14.335,7.311824327758431,212.76166666666666,5.552314582426161,3.96,0.7036097403153732,0.9083333333333333,0.28855482821967876
1230,193.26333333333332,4.046478578824899,0.39166666666666666,0.6620150216489734,1.2033333333333334,1.1741616394498495,3.5866666666666664,2.2448063514600918,13.985,7.218132837975942,212.43,5.492276395084285,3.9366666666666665,0.7089820558769834,0.92,0.2712931993250097
1240,193.47166666666666,3.9911398399733127,0.37833333333333335,0.6469393754870374,1.1616666666666666,1.1556515718656548,3.473333333333333,2.2224510993245485,13.648333333333333,7.1237628555576,212.13333333333333,5.445997510914675,3.9066666666666667,0.7173717461833977,0.9033333333333333,0.2955033370745957
1250,193.65,3.9252388462359806,0.3616666666666667,0.6278512739671878,1.1233333333333333,1.1290654936224402,3.3533333333333335,2.1691370531977827,13.301666666666666,7.050815358681729,211.79,5.3652492952331645,3.8783333333333334,0.7189324647620894,0.92,0.2712931993250098
1260,193.81166666666667,3.8862403282464264,0.3466666666666667,0.6189956022101879,1.0783333333333334,1.1100437929299096,3.2383333333333333,2.131868637812586,12.905,6.92887496880506,211.38,5.250612662664554,3.8466666666666667,0.7232949298561108,0.935,0.24652586071242222
1270,193.97666666666666,3.795539780086913,0.32666666666666666,0.6054933709151743,1.04,1.0809255293497333,3.1333333333333333,2.0845996151672774,12.511666666666667,6.723084402927638,210.98833333333334,5.098188948592978,3.8133333333333335,0.7223726339101051,0.935,0.24652586071242175
1280,194.16,3.755138701388627,0.31166666666666665,0.5869672525410194,0.9983333333333333,1.043230825635229,3.0433333333333334,2.035056646768231,12.178333333333333,6.54827182460297,210.69166666666666,4.950077159892447,3.7916666666666665,0.7175866188520753,0.945,0.22798026230356067
1290,194.37166666666667,3.673354128797754,0.3016666666666667,0.5721280936604654,0.94,1.0342791370482813,2.933333333333333,2.0038851153585533,11.841666666666667,6.4549668645332545,210.38833333333332,4.93837327017266,3.74,0.7432361670424822,0.9466666666666667,0.22469732728470437
1300,194.55166666666668,3.6153373132930318,0.285,0.5571729234866534,0.9083333333333333,1.0115650690335705,2.8533333333333335,1.9904326721148418,11.55,6.335416324125835,210.14833333333334,4.886000125073902,3.7133333333333334,0.7401501349200855,0.9316666666666666,0.25231704042511494
1310,194.73833333333334,3.542108207770567,0.27666666666666667,0.5508680019347243,0.88,1.004456735421362,2.7666666666666666,1.9635568633364193,11.245,6.210070450486049,209.90666666666667,4.748117755724074,3.683333333333333,0.748145856248781,0.9366666666666666,0.24356153682842158
1320,194.9,3.489508083765777,0.255,0.538493268295898,0.8316666666666667,0.9695345389527009,2.68,1.907249328221141,10.93,6.079893091165335,209.59666666666666,4.564061300591338,3.638333333333333,0.7533462388275075,0.945,0.22798026230355992
1330,195.05166666666668,3.4130627334144013,0.23666666666666666,0.507269378360471,0.7966666666666666,0.9391426350075308,2.5966666666666667,1.8825485090400413,10.641666666666667,5.9556637376161135,209.32333333333332,4.495418655574685,3.61,0.7601973427998795,0.9383333333333334,0.24054914027884075
1340,195.20166666666665,3.3572305881816042,0.22666666666666666,0.4952664827028872,0.7716666666666666,0.925309257611867,2.5316666666666667,1.8580448206530324,10.326666666666666,5.823225528481237,209.05833333333334,4.409640637915476,3.585,0.7546135876504405,0.94,0.2374868417407576
1350,195.35166666666666,3.29160506271468,0.21833333333333332,0.48027480559455366,0.73,0.9020901654860592,2.4166666666666665,1.7952870398784557,10.04,5.7345502584480545,208.75666666666666,4.342517191164078,3.545,0.7624357896461389,0.9383333333333334,0.24054914027884083
1360,195.535,3.1951173687362395,0.20666666666666667,0.46255330023204627,0.7066666666666667,0.8872930118562243,2.341666666666667,1.7554478694117437,9.77,5.608365775042377,208.56,4.262206001591196,3.5183333333333335,0.7678957539203426,0.9583333333333334,0.19982631347136282
1370,195.67,3.1343952101375696,0.19333333333333333,0.4501357819838609,0.675,0.8656644846590372,2.2316666666666665,1.7150307739383452,9.465,5.500191663327138,208.235,4.150876413481849,3.4783333333333335,0.7699765508695002,0.9483333333333334,0.22135316176242398
1380,195.795,3.068600386712698,0.18666666666666668,0.441764140187449,0.6416666666666667,0.8386083048055786,2.1533333333333333,1.6722705788504708,9.216666666666667,5.421228847984763,207.99333333333334,4.10365149050884,3.4566666666666666,0.7819562363429001,0.9583333333333334,0.19982631347136257
1390,195.91333333333333,3.0197939591229614,0.18166666666666667,0.4266113245358381,0.6283333333333333,0.818655740969443,2.08,1.645276065994192,8.998333333333333,5.343999490602101,207.80166666666668,4.075822684508686,3.441666666666667,0.785237048426922,0.9533333333333334,0.2109238935940851
1400,196.04833333333335,2.948332391181308,0.16833333333333333,0.41230719399765936,0.5933333333333334,0.796631798400131,1.99,1.6134538522478177,8.701666666666666,5.166171750489484,207.50166666666667,3.963163368937609,3.3983333333333334,0.7871873276983643,0.955,0.20730412441627832
1410,196.18833333333333,2.8820474011060666,0.16166666666666665,0.40273716270320026,0.565,0.7675339297603305,1.9133333333333333,1.566042428827802,8.461666666666666,5.098875420674206,207.29,3.9343656837326844,3.3733333333333335,0.7814232030226799,0.9533333333333334,0.2109238935940851
1420,196.285,2.8426117685443173,0.15166666666666667,0.38986821135124794,0.5433333333333333,0.7581483290813776,1.8283333333333334,1.520591076595616,8.213333333333333,5.000115554220276,207.02166666666668,3.8480987368944817,3.3383333333333334,0.7813645471580857,0.955,0.2073041244162783
1430,196.40166666666667,2.783342814355114,0.145,0.3838076775330741,0.5133333333333333,0.7347259504211207,1.7416666666666667,1.4882642761134741,8.005,4.940139168080185,206.80666666666667,3.808668475406534,3.305,0.7949685528371573,0.955,0.2073041244162783
1440,196.505,2.712927385685067,0.14,0.37469987990390147,0.495,0.7187778980092974,1.685,1.4671201950306183,7.783333333333333,4.846619669648343,206.60833333333332,3.787910227142259,3.275,0.7933315826311217,0.9733333333333334,0.161107279647927
1450,196.6,2.6532998322843193,0.13833333333333334,0.37753219141624794,0.475,0.7019318580413143,1.6266666666666667,1.4343252381830598,7.581666666666667,4.773188719876428,206.42166666666665,3.7621621295325545,3.245,0.7989420087423929,0.9616666666666667,0.19199971064793067
1460,196.73,2.6071248531668045,0.13166666666666665,0.366511330732836,0.4633333333333333,0.6966507175207827,1.5816666666666668,1.4165676435980323,7.365,4.6969963806671124,206.27166666666668,3.756043648427009,3.225,0.7985664238705109,0.9616666666666667,0.19199971064793117
1470,196.83666666666667,2.5644990847250386,0.12833333333333333,0.36313067742740773,0.45666666666666667,0.6841945792113684,1.5166666666666666,1.3783041109356864,7.141666666666667,4.570003343057376,206.08,3.6400915739396846,3.2083333333333335,0.8092777987536496,0.9666666666666667,0.17950549357115056
1480,196.945,2.528235550734943,0.11333333333333333,0.3471150945851958,0.4483333333333333,0.6811734156749066,1.4616666666666667,1.3423352371478903,6.965,4.499308280169298,205.93333333333334,3.5766216213379662,3.1783333333333332,0.7999149260320692,0.965,0.18377975949489153
1490,197.03166666666667,2.508119592222203,0.11166666666666666,0.3452495072005483,0.43,0.6746109990209193,1.4083333333333334,1.3044528440009722,6.76,4.403680279039338,205.74166666666667,3.4676981638481026,3.1533333333333333,0.7957107235393786,0.9616666666666667,0.19199971064793123
1500,197.13833333333332,2.428826305486291,0.105,0.32757950688852927,0.4083333333333333,0.6569605941167399,1.3433333333333333,1.280151900709007,6.551666666666667,4.353236024946142,205.54666666666665,3.44738870580167,3.12,0.797245257119791,0.9766666666666667,0.15095989165632162
1510,197.25166666666667,2.3864193307594217,0.10166666666666667,0.3235179885089666,0.39,0.6228161847607977,1.2983333333333333,1.2790610705600465,6.34,4.249831369203564,205.38166666666666,3.366402217336602,3.0966666666666667,0.8004096173557327,0.965,0.1837797594948925
1520,197.33,2.352537636964255,0.1,0.32145502536643117,0.37166666666666665,0.611171461666495,1.2583333333333333,1.2536336076470775,6.135,4.158538405096997,205.195,3.277749481987094,3.0733333333333333,0.7945369021567779,0.955,0.20730412441627827
1530,197.41666666666666,2.310783897776301,0.09666666666666666,0.3119650977629102,0.3516666666666667,0.6011077736608902,1.22,1.2294714311442936,5.9783333333333335,4.096892792782787,205.06333333333333,3.225314799450675,3.0366666666666666,0.7970710270874364,0.9616666666666667,0.19199971064793
1540,197.51333333333332,2.2135542058468465,0.09,0.3031501278244811,0.33666666666666667,0.5944091370615202,1.175,1.1709148844671273,5.795,3.991195518471459,204.91,3.117996151376714,3.006666666666667,0.7894864716313311,0.9666666666666667,0.1795054935711504
1550,197.60166666666666,2.1663326665639837,0.08833333333333333,0.30088295989562885,0.31833333333333336,0.5747439043222272,1.1366666666666667,1.1451297840080046,5.636666666666667,3.9544897128313403,204.78166666666667,3.101182122281043,2.975,0.7859442304218149,0.9766666666666667,0.150959891656322
1560,197.68666666666667,2.1051893554315244,0.085,0.29626845934050894,0.30666666666666664,0.5650565360111238,1.075,1.0844545479948275,5.496666666666667,3.8794315162003965,204.65,3.01675874629267,2.9516666666666667,0.7890905454311881,0.97,0.1705872210923199
1570,197.77333333333334,2.0652575841499545,0.08,0.28913664589601834,0.29333333333333333,0.5573349282273811,1.0383333333333333,1.06780017897649,5.336666666666667,3.7709400537384408,204.52166666666668,2.9489315390870288,2.92,0.78757010269986,0.97,0.17058722109232
1580,197.84166666666667,2.0182328628998363,0.07666666666666666,0.2783083821151542,0.28,0.5243408560596172,0.99,1.0471707915458015,5.208333333333333,3.6970615208417668,204.39666666666668,2.8843235293951066,2.8933333333333335,0.7822758819978767,0.9783333333333334,0.14559265854507364
1590,197.90666666666667,1.9624700988521826,0.07166666666666667,0.27054985163962453,0.2633333333333333,0.5105443717793362,0.9416666666666667,1.009090624715582,5.0616666666666665,3.603867906692605,204.245,2.8103929144042104,2.855,0.783565568411476,0.9816666666666667,0.1341537260840049
1600,197.97666666666666,1.923396879366182,0.07,0.2678930134711729,0.255,0.5032974600902862,0.9033333333333333,0.9936408919837287,4.923333333333333,3.557731799272609,204.12833333333333,2.792584923606712,2.8266666666666667,0.7894864716313316,0.98,0.14000000000000098
1610,198.02666666666667,1.8936619433139446,0.06666666666666667,0.26246692913372816,0.245,0.4983054618738711,0.8766666666666667,0.985624449552443,4.781666666666666,3.5520881964776083,203.99666666666667,2.8124702467562046,2.796666666666667,0.7886627218836244,0.985,0.12155245781143245
1620,198.12,1.8281867154824976,0.06333333333333334,0.2568830256924138,0.23,0.4834942260944429,0.8466666666666667,0.9573342618379919,4.636666666666667,3.4916073980649975,203.89666666666668,2.7572913439742917,2.7733333333333334,0.782275881997875,0.9733333333333334,0.16110727964792676
1630,198.17666666666668,1.8079792280026006,0.06166666666666667,0.2540286510525064,0.22166666666666668,0.4822142216438213,0.825,0.9527372845298607,4.463333333333333,3.411547384333913,203.74833333333333,2.7033924161237857,2.745,0.7852653479344828,0.985,0.12155245781143233
1640,198.25833333333333,1.7582938384190052,0.055,0.23517723812761657,0.215,0.474806978325581,0.805,0.9435615153943775,4.326666666666667,3.347629343613516,203.66,2.655384466827105,2.7183333333333333,0.7846425229930407,0.9883333333333333,0.10738042445229684
1650,198.30833333333334,1.7464050376575109,0.055,0.23517723812761657,0.20833333333333334,0.46360603485670177,0.7816666666666666,0.9295145088820447,4.206666666666667,3.2864300117638603,203.56,2.6127380274340553,2.705,0.7818620935518831,0.9833333333333333,0.12801909579781018
1660,198.37666666666667,1.7343939063033635,0.051666666666666666,0.2287587278237817,0.20166666666666666,0.4557015348766013,0.745,0.911029637278611,4.1033333333333335,3.232025508700215,203.47833333333332,2.559205063209189,2.6783333333333332,0.7841325709909575,0.975,0.15612494995995954
1670,198.42166666666665,1.7070043611218155,0.04833333333333333,0.21446963006967446,0.19,0.4478466999617927,0.71,0.8921322771876353,3.973333333333333,3.19676225091714,203.34333333333333,2.501757160255339,2.6433333333333335,0.778538516852072,0.9783333333333334,0.14559265854507353
1680,198.47333333333333,1.6780809144840283,0.041666666666666664,0.19982631347136262,0.18666666666666668,0.4455209185760971,0.6766666666666666,0.8710848918956666,3.8433333333333333,3.1478228808001414,203.22166666666666,2.443876133431386,2.61,0.7710814915861127,0.965,0.18377975949489148
1690,198.51666666666668,1.6632464907189466,0.041666666666666664,0.19982631347136262,0.17833333333333334,0.42801544624256793,0.6583333333333333,0.8592228400647197,3.7083333333333335,3.0419177978520175,203.10333333333332,2.3620588947403958,2.5933333333333333,0.7689531122824681,0.985,0.12155245781143263
1700,198.56333333333333,1.6419466766277426,0.04,0.19595917942265392,0.17166666666666666,0.4229230295087854,0.6316666666666667,0.838250492924926,3.5866666666666664,2.9864955308112497,202.99333333333334,2.327363792410257,2.5683333333333334,0.7737337325520278,0.9783333333333334,0.14559265854507353
1710,198.625,1.5655802970996622,0.035,0.18377975949489145,0.165,0.4136524305903864,0.61,0.8192883090422629,3.475,2.967497542824034,202.91,2.3356440938921614,2.5383333333333336,0.7757988714150634,0.9933333333333333,0.08137703743822425
1720,198.66833333333332,1.5356856955625888,0.03166666666666667,0.1751110758601208,0.155,0.4053496433122056,0.5916666666666667,0.807215722234286,3.3783333333333334,2.9192231653110907,202.825,2.312511261233848,2.505,0.7745805316427704,0.985,0.12155245781143288
1730,198.71666666666667,1.498795812940803,0.03166666666666667,0.1751110758601208,0.14666666666666667,0.39389789991259766,0.5716666666666667,0.7988724693104804,3.2733333333333334,2.869719304895321,202.74,2.288172487670738,2.4766666666666666,0.7828083347083681,0.9833333333333333,0.12801909579780923
1740,198.75833333333333,1.4605697138065246,0.03166666666666667,0.1751110758601208,0.14333333333333334,0.3908821931079593,0.5583333333333333,0.7894706383956833,3.1966666666666668,2.8292499987727386,202.68833333333333,2.277688277374424,2.46,0.7799999999999976,0.9916666666666667,0.0909059342886308
1750,198.79333333333332,1.4261681371968569,0.03166666666666667,0.1751110758601208,0.14166666666666666,0.3806974593500149,0.5366666666666666,0.7780245640223857,3.098333333333333,2.785437827144756,202.60166666666666,2.249369664792537,2.4383333333333335,0.7892172634255313,0.9866666666666667,0.11469767022723532
1760,198.82833333333335,1.3852306266065924,0.03,0.17058722109231927,0.13666666666666666,0.37146855706626,0.52,0.7613146524269692,3.01,2.7245611267382794,202.525,2.2164630232271763,2.42,0.7854510381515423,0.9833333333333333,0.12801909579780926
1770,198.87166666666667,1.3705949640778454,0.03,0.17058722109231927,0.13166666666666665,0.3619353840428173,0.5016666666666667,0.7549816038965563,2.908333333333333,2.6495151548076787,202.44333333333333,2.160275188231557,2.3966666666666665,0.7869702803932461,0.9783333333333334,0.14559265854507356
1780,198.89,1.3715805967325903,0.028333333333333332,0.16592334240713624,0.12666666666666668,0.3567756842735921,0.485,0.741468138223082,2.8066666666666666,2.572797871751471,202.33666666666667,2.0840638719152103,2.3733333333333335,0.774998207883234,0.9866666666666667,0.11469767022723583
1790,198.93666666666667,1.3401450999383955,0.028333333333333332,0.16592334240713624,0.12166666666666667,0.3514691388380439,0.48,0.7368401002478959,2.735,2.524831677557932,202.30166666666668,2.0511778459108676,2.3633333333333333,0.773297412958874,0.99,0.09949874371066217
1800,198.97166666666666,1.330738099285085,0.02666666666666667,0.16110727964792687,0.11833333333333333,0.3430217032330282,0.4666666666666667,0.7226494462892903,2.658333333333333,2.4728385623723055,202.24166666666667,1.9991491245582955,2.3533333333333335,0.7714632561279574,0.9783333333333334,0.14559265854507353
1810,199.01833333333335,1.2966613110429275,0.02666666666666667,0.16110727964792687,0.11833333333333333,0.3430217032330282,0.445,0.7049645381152135,2.5833333333333335,2.428248111064622,202.19166666666666,1.981143749341664,2.34,0.7688086021024105,0.985,0.12155245781143266
1820,199.05833333333334,1.2773399008181825,0.025,0.15612494995995946,0.11333333333333333,0.3323986896618116,0.43,0.6892749814116301,2.5116666666666667,2.3797473021777367,202.13833333333332,1.933700396189181,2.3183333333333334,0.7726559533338362,0.9816666666666667,0.13415372608400467
1830,199.08166666666668,1.2708254098113634,0.025,0.15612494995995946,0.10666666666666667,0.3244824939636813,0.4083333333333333,0.6769519103222076,2.4383333333333335,2.3458183836113338,202.06,1.8955386217818522,2.283333333333333,0.7657603338440114,0.9883333333333333,0.10738042445229681
1840,199.11,1.253488465576505,0.025,0.15612494995995946,0.09833333333333333,0.314108084723853,0.3933333333333333,0.66228560472218,2.3583333333333334,2.3064974648925123,201.985,1.8613906091951782,2.256666666666667,0.7577085338190529,0.9933333333333333,0.0813770374382243
1850,199.135,1.2329267347792172,0.025,0.15612494995995946,0.09666666666666666,0.31196509776291026,0.37833333333333335,0.6417662260425452,2.276666666666667,2.261295105808966,201.91166666666666,1.8440527529210073,2.236666666666667,0.7641916571704294,0.99,0.09949874371066238
1860,199.16666666666666,1.2160957564636485,0.025,0.15612494995995946,0.09333333333333334,0.30760725320158233,0.3616666666666667,0.6305002423120499,2.2083333333333335,2.19733108312992,201.855,1.7731257710608084,2.2116666666666664,0.7595155619794034,0.99,0.09949874371066207
1870,199.20333333333335,1.184056117288738,0.023333333333333334,0.15095989165632212,0.08833333333333333,0.29529175779594874,0.3416666666666667,0.6095877477625565,2.15,2.1689090959896586,201.80666666666667,1.7746235907619616,2.185,0.7532872404778019,0.9883333333333333,0.10738042445229691
1880,199.23666666666668,1.1520947106129054,0.023333333333333334,0.15095989165632212,0.08833333333333333,0.29529175779594874,0.3333333333333333,0.6018490028422616,2.075,2.10619127019999,201.75666666666666,1.729389744646624,2.17,0.7557115851963627,0.9866666666666667,0.11469767022723541
1890,199.26,1.1339018182070788,0.021666666666666667,0.14559265854507344,0.085,0.28479524808769574,0.31833333333333336,0.5918872828128329,2.0016666666666665,2.067606641076153,201.68666666666667,1.6738644575419472,2.1466666666666665,0.7561892767172946,0.9933333333333333,0.08137703743822469
1900,199.285,1.1092527514803217,0.021666666666666667,0.14559265854507344,0.08,0.27736858750286203,0.31166666666666665,0.5754973694311901,1.9466666666666668,2.0224957080025825,201.645,1.643869925916684,2.1333333333333333,0.7520342781785648,0.9916666666666667,0.09090593428863067
1910,199.30833333333334,1.0785471194569527,0.021666666666666667,0.14559265854507344,0.07333333333333333,0.26699979192667833,0.3016666666666667,0.5692075387960217,1.8816666666666666,1.9994158869252028,201.58666666666667,1.6173503708912969,2.1066666666666665,0.7518569603913299,0.9933333333333333,0.08137703743822419
1920,199.33166666666668,1.0606588623220083,0.02,0.14000000000000123,0.07166666666666667,0.25793517704174357,0.29,0.5620498198558581,1.8266666666666667,1.9561754068135677,201.54,1.5963708842245912,2.085,0.7579193008933525,0.995,0.07053367989832932
1930,199.35333333333332,1.0320637361885934,0.02,0.14000000000000123,0.07,0.2551470164434603,0.2816666666666667,0.5498459380186006,1.7783333333333333,1.923329722700251,201.50333333333333,1.5673721815687292,2.0716666666666668,0.7592960921508506,0.9933333333333333,0.0813770374382244
1940,199.375,1.0203144940000934,0.018333333333333333,0.13415372608400403,0.06833333333333333,0.25231704042511577,0.265,0.530510760179908,1.7116666666666667,1.8739967686441963,201.43833333333333,1.5153208314486508,2.0483333333333333,0.74788405221368,0.9933333333333333,0.08137703743822447
1950,199.39166666666668,1.0041234430531383,0.016666666666666666,0.1280190957978088,0.06333333333333334,0.2435615368284216,0.25,0.5139714648369758,1.645,1.8052631387141314,201.36666666666667,1.4636332266733327,2.02,0.7368401002479007,0.9933333333333333,0.08137703743822487
1960,199.41333333333333,0.9656546426589989,0.016666666666666666,0.1280190957978088,0.056666666666666664,0.23120457511812997,0.245,0.501638980409881,1.5966666666666667,1.7599210840893427,201.32833333333335,1.4237967629624062,2.005,0.7314198520685626,0.995,0.07053367989832937
1970,199.435,0.9482132319965474,0.016666666666666666,0.1280190957978088,0.056666666666666664,0.23120457511812997,0.23666666666666666,0.49395231438761916,1.5483333333333333,1.7149335911988584,201.29333333333332,1.3870672498316534,1.9916666666666667,0.7268176448662246,0.99,0.0994987437106621
1980,199.45166666666665,0.9224951068825337,0.016666666666666666,0.1280190957978088,0.05333333333333334,0.22469732728470426,0.23333333333333334,0.4921607686744451,1.4883333333333333,1.6702885645567078,201.24333333333334,1.3456555610143728,1.9733333333333334,0.7206170195664904,0.9933333333333333,0.08137703743822464
1990,199.475,0.8996527107723269,0.015,0.1215524578114328,0.051666666666666666,0.22135316176242326,0.21833333333333332,0.47679194157992333,1.4483333333333333,1.6494435088504507,201.20833333333334,1.3372598434443828,1.9466666666666668,0.71913528320863,0.9933333333333333,0.08137703743822412
2000,199.49166666666667,0.8793542453919696,0.015,0.1215524578114328,0.051666666666666666,0.22135316176242326,0.21833333333333332,0.47679194157992333,1.3983333333333334,1.6195669860250432,201.175,1.3182216556153676,1.9366666666666668,0.7252509144350555,0.9933333333333333,0.08137703743822434
2010,199.51166666666666,0.8365786806325397,0.015,0.1215524578114328,0.051666666666666666,0.22135316176242326,0.20833333333333334,0.4636060348567019,1.3733333333333333,1.5886961810099367,201.16,1.32453765518388,1.925,0.7229857075581325,0.995,0.07053367989832925
2020,199.52666666666667,0.8282243389055577,0.015,0.1215524578114328,0.051666666666666666,0.22135316176242326,0.20166666666666666,0.4593443394907829,1.3383333333333334,1.5823602272835664,201.13333333333333,1.3161391348266323,1.9083333333333334,0.7210621024263847,0.9916666666666667,0.09090593428863122
2030,199.54333333333332,0.8194239168803584,0.015,0.1215524578114328,0.051666666666666666,0.22135316176242326,0.2,0.45825756949558655,1.31,1.562231310231196,201.12,1.313620949893848,1.9016666666666666,0.7201832328573702,0.9966666666666667,0.057638721552635636
2040,199.55666666666667,0.8104251284905291,0.013333333333333334,0.11469767022723545,0.04833333333333333,0.21446963006967476,0.19333333333333333,0.44641784114088523,1.2616666666666667,1.536184848541631,201.07333333333332,1.2979299758547125,1.8833333333333333,0.7186020379103376,0.99,0.099498743710662
2050,199.58166666666668,0.7873990235085504,0.01,0.09949874371066146,0.045,0.2073041244162783,0.18,0.4292629341868051,1.2116666666666667,1.4821821375555997,201.02833333333334,1.227815358901958,1.8533333333333333,0.7036729038094037,0.99,0.09949874371066143
2060,199.59,0.7736709033346578,0.01,0.09949874371066146,0.043333333333333335,0.20360637405434065,0.17166666666666666,0.4229230295087854,1.18,1.4563424505703781,200.995,1.21036151624216,1.835,0.6984089060142327,0.9916666666666667,0.09090593428863092
2070,199.60333333333332,0.7698412534773343,0.01,0.09949874371066146,0.041666666666666664,0.19982631347136262,0.16333333333333333,0.4163198556665558,1.1266666666666667,1.421485920514945,200.945,1.1840502523119474,1.8083333333333333,0.6963695538688893,0.995,0.07053367989832936
2080,199.61333333333334,0.7597075460699062,0.01,0.09949874371066146,0.04,0.19595917942265395,0.15833333333333333,0.4040592640800213,1.0916666666666666,1.4106489838211187,200.91333333333333,1.168683970208462,1.7883333333333333,0.6905533208151932,0.9983333333333333,0.04079079416840143
2090,199.63166666666666,0.7411683719341752,0.01,0.09949874371066146,0.03833333333333333,0.19199971064793073,0.14333333333333334,0.3822593651203608,1.0416666666666667,1.3478120129388291,200.865,1.1060929737895795,1.76,0.6824465791058906,0.9966666666666667,0.05763872155263532
2100,199.64,0.7396395518539167,0.01,0.09949874371066146,0.03833333333333333,0.19199971064793073,0.13333333333333333,0.37267799624996667,1.0,1.3203534880225574,200.82166666666666,1.0831422908474333,1.735,0.6817440868830453,1.0,0.0
2110,199.65,0.7308670649760262,0.008333333333333333,0.09090593428863152,0.03333333333333333,0.1795054935711505,0.12666666666666668,0.36599939283495614,0.965,1.2611271413567589,200.78333333333333,0.9948478387282224,1.715,0.6636577933443294,0.9916666666666667,0.0909059342886305
2120,199.66666666666666,0.6944222218666558,0.008333333333333333,0.09090593428863152,0.03166666666666667,0.17511107586012084,0.12333333333333334,0.36256800128466504,0.9366666666666666,1.2447177279296024,200.76666666666668,0.994428926011748,1.6966666666666668,0.6643208729388396,0.9966666666666667,0.057638721552635504
2130,199.67333333333335,0.6830975202869825,0.008333333333333333,0.09090593428863152,0.03,0.17058722109231972,0.11833333333333333,0.34784654982078095,0.9083333333333333,1.2233549044419716,200.73833333333334,0.9763181972196423,1.6816666666666666,0.6534502446416435,0.9966666666666667,0.0576387215526355
