gamma,eta,zeta,jsd_phis,jsd_alpha_mphi,entropy_mphi,std_jsd_phis,std_alpha_mphi,pearson_r,pearson_r_p_value,jsd_mphi_psi,entropy_psi,jsd_psi_alpha,jsd_psi_slices,gamma,eta,zeta,reflectance,coherence,synonymy
5,2,2,0.004368284886317672,0.000646362898880426,0.8655758254202839,0.004192431168135289,0.00029879871126195967,-0.06619646369359332,0.5521208174827066,0.01471572668907406,0.823693945533781,0.016364368722921352,0.0017139536972484216,5,2,2,0.9993536371011196,0.9956317151136823,0.8655758254202839
5,2,2,0.005718832948279889,0.0006203527782182582,0.8660809726044169,0.0038970731036215523,0.0002669518517326486,-0.02277396399050954,0.8380717275489422,0.014678297240024119,0.8213905441727726,0.01657920449451611,0.001563550778188634,5,2,2,0.9993796472217817,0.9942811670517201,0.8660809726044169
5,2,2,0.005383894248642959,0.0007264308487053839,0.8684810331308497,0.004524075799827661,0.00030019485235064107,0.043325006028721226,0.697345493884588,0.01852804536511776,0.8220987800210219,0.01666002445882464,0.0015513754345622026,5,2,2,0.9992735691512946,0.9946161057513571,0.8684810331308497
5,2,2,0.005705049654423346,0.000746317615962333,0.8652406230811421,0.004766945767359846,0.0002581135878783888,-0.09397391915628636,0.39809331976863693,0.01491168267602472,0.8228105276259836,0.016205287383852518,0.0016127607879669547,5,2,2,0.9992536823840377,0.9942949503455767,0.8652406230811421
5,2,2,0.005260044365674894,0.0010647563565981957,0.8593647153676947,0.004513868141944081,0.0002980100068827499,-0.012638463773410779,0.9097132899577024,0.016719082329138768,0.821879078339191,0.016949256066427942,0.001442094459761247,5,2,2,0.9989352436434018,0.9947399556343252,0.8593647153676947
5,2,2,0.006548245073951232,0.0005324946318703283,0.8714947072462945,0.004637774893547514,0.00023428665406862213,0.15510875626014056,0.16146326147661433,0.015042053557056343,0.8213687086885404,0.016400482644852055,0.0013420024042719906,5,2,2,0.9994675053681297,0.9934517549260488,0.8714947072462945
5,2,2,0.0044530633696858585,0.0005345454795260274,0.8661384426073052,0.004589980464908955,0.0003079031785319497,-0.06332423353965441,0.569537172877413,0.016207092863695042,0.8213992328311006,0.016866474527322598,0.0016426989969170079,5,2,2,0.999465454520474,0.9955469366303141,0.8661384426073052
5,2,5,0.002776417620806632,0.0005507049612338832,0.8608855876272522,0.002499524114700886,0.00033495374948573257,-0.08423732237623953,0.4489618044396202,0.08792448306814826,0.687929363431865,0.09633205909375332,0.0020869071996320017,5,2,5,0.9994492950387661,0.9972235823791934,0.8608855876272522
5,2,5,0.0029417142414517273,0.0004920563252781561,0.86005277085848,0.00233785017928546,0.0002802052251852587,0.09538474240781608,0.39101641417243693,0.08708520787788432,0.6887513483133328,0.0953195160659468,0.001998383464082754,5,2,5,0.9995079436747218,0.9970582857585483,0.86005277085848
5,2,5,0.0028584600795772282,0.001250190845419219,0.8585696452336457,0.0025502903823859764,0.00034961738336584627,-0.011831827703600606,0.9154538027434971,0.08884745976865549,0.6890190336829345,0.09526151600664967,0.0022462638837413003,5,2,5,0.9987498091545808,0.9971415399204228,0.8585696452336457
5,2,5,0.003240221368932327,0.0007458412302514539,0.859159527599592,0.002204809266864707,0.0003317145488766718,-0.10297375170668444,0.3542517679346772,0.08870313795546325,0.6883090828321204,0.09592286567117723,0.0022063339689910445,5,2,5,0.9992541587697485,0.9967597786310677,0.859159527599592
5,2,5,0.0027671818742751207,0.0003764002955164436,0.8617745083775392,0.002156572490326851,0.0003499912487657413,-0.16189004108556526,0.14369049072464954,0.08884064280124626,0.6881070059205783,0.09601463445636238,0.002029044419445513,5,2,5,0.9996235997044836,0.9972328181257248,0.8617745083775392
5,2,5,0.002886892570743688,0.0008304612589995486,0.8606648335157909,0.00233695854115468,0.0003219371045289755,0.019637649939870282,0.86012800498245,0.08913077024087501,0.6883273088947931,0.0958510214786581,0.002166035031882706,5,2,5,0.9991695387410005,0.9971131074292563,0.8606648335157909
5,2,5,0.0016076228137929692,0.0002935753484143433,0.8652944835048066,0.0029233254256182378,0.00034667176065762597,-0.19848304977292985,0.07205266782773832,0.0883855981067434,0.6873733207778038,0.09690333458047372,0.0022329387268418357,5,2,5,0.9997064246515857,0.998392377186207,0.8652944835048066
5,2,5,0.0033058534296207345,0.0008893419877105123,0.8596547234051459,0.0026123715700248685,0.00032167183172161816,0.10314080062608202,0.3534674078926906,0.0892565812914996,0.6880865627880124,0.09606015608569464,0.0021003448098187148,5,2,5,0.9991106580122895,0.9966941465703792,0.8596547234051459
5,2,5,0.002370858657904176,0.0007139154323119179,0.8608116392599836,0.002265446703423041,0.00031095386646175894,-0.032534564067756816,0.7702972323157509,0.08726394915122349,0.688325052650441,0.09574105613078032,0.002102530567725772,5,2,5,0.9992860845676881,0.9976291413420958,0.8608116392599836
5,2,5,0.002359237159475842,0.0003698095286197578,0.8628355054863879,0.0026271804831646266,0.0003245718474540134,-0.05242156561538786,0.6378805815208456,0.0876951439444813,0.6877601477780612,0.09655197935846127,0.002239590526308493,5,2,5,0.9996301904713802,0.9976407628405242,0.8628355054863879
5,2,5,0.0035563097913053373,0.0011814658770870068,0.858617119346448,0.002287562991606185,0.00033579399378246043,0.07856137187278066,0.480209350977948,0.08760311448869329,0.688140445100434,0.09616714562044093,0.0021772662032838114,5,2,5,0.998818534122913,0.9964436902086946,0.858617119346448
5,2,5,0.0032440612075284544,0.0011841490176358604,0.8603811911266239,0.0021899173206108,0.00031525927163520486,-0.027348516309986238,0.8061280670142749,0.0912853722253697,0.6872689871646248,0.09699029127397284,0.002297104528843423,5,2,5,0.9988158509823641,0.9967559387924716,0.8603811911266239
5,2,5,0.0025855734376594728,0.0007763691234550232,0.8606213277816126,0.002301914914813305,0.0004063455502794959,-0.036406538430513134,0.7438512566747857,0.08852316718336439,0.6879388907046996,0.096285671567224,0.0021988498560020385,5,2,5,0.999223630876545,0.9974144265623405,0.8606213277816126
5,2,5,0.0021009854182562297,0.0007193577905626469,0.8625684385733403,0.002383507589170314,0.00029220043997082063,-0.06822947511771021,0.5399504108332853,0.08656299924700894,0.6875389774910209,0.09673912811748007,0.0020850983100092952,5,2,5,0.9992806422094374,0.9978990145817438,0.8625684385733403
5,2,5,0.001984751100082932,0.0003454778691596161,0.8630289114167665,0.002265906416498632,0.00031142397042828104,-0.020115075550643652,0.856763129713966,0.08989321976943998,0.6876171227217741,0.09670371551807476,0.00237826216285032,5,2,5,0.9996545221308404,0.9980152488999171,0.8630289114167665
5,2,5,0.0029611130507467475,0.0006970626764686294,0.860872350636016,0.002601617130806704,0.00029691452432521206,0.006581566266080088,0.9529105296443972,0.08742282881858454,0.6885510676975239,0.09576126716335054,0.002305519553870644,5,2,5,0.9993029373235314,0.9970388869492532,0.860872350636016
5,2,5,0.003178830909886029,0.00048786253551069686,0.8634851460150489,0.0026276153603760786,0.0002859400743837061,-0.09047391194692067,0.4159736967319605,0.09139883146053762,0.6876639975506761,0.09670272298297487,0.002223697304589633,5,2,5,0.9995121374644893,0.996821169090114,0.8634851460150489
5,2,5,0.003486908493630121,0.0005107552527854331,0.8634192608429347,0.002332402892785907,0.00027634052776764515,0.15321862695917807,0.1666957788526956,0.08782742789066855,0.6885349942102529,0.09554557694050336,0.0020880435578404122,5,2,5,0.9994892447472146,0.9965130915063699,0.8634192608429347
5,2,5,0.0027900056024382706,0.0006280804458835831,0.8622734048251587,0.002430231972906206,0.0003306907827038348,0.03515641378464904,0.7523590337715613,0.08845977191704169,0.688026763508368,0.09608718393694016,0.0022648927446032863,5,2,5,0.9993719195541164,0.9972099943975617,0.8622734048251587
5,2,5,0.003135778612619825,0.0008306846279051427,0.8603393198176515,0.0024497556764647857,0.0002635143945111897,0.1285961655547906,0.24661222754948245,0.08724057695567833,0.6880986698337752,0.096011964768687,0.0021722364897132675,5,2,5,0.9991693153720949,0.9968642213873802,0.8603393198176515
5,2,inf,0.002387042829293398,0.0002369218502864534,0.8630161665367875,0.002220723470918836,0.00038693230798413287,-0.0709877831452946,0.5236516080379319,0.11729079933110853,0.6640709709962622,0.12439500424282855,0.002894612252239639,5,2,inf,0.9997630781497135,0.9976129571707066,0.8630161665367875
5,2,inf,0.0022633624940186932,0.0012225358058537414,0.8602527851013745,0.0021592622449949,0.00039618703848605787,0.1899100790650508,0.08550317118310043,0.1153427475004225,0.6642555110280158,0.12413521435843887,0.0027228672106833214,5,2,inf,0.9987774641941463,0.9977366375059813,0.8602527851013745
5,2,inf,0.001886241687695357,0.000595159530049294,0.8626978110814733,0.001953600326350684,0.0004990015595598794,0.00656072194336614,0.9530594963541712,0.11300907109687408,0.6638285433733093,0.12471237354320007,0.002488223340259607,5,2,inf,0.9994048404699507,0.9981137583123046,0.8626978110814733
5,2,inf,0.0019240131169948706,0.0006331486290607202,0.8624970683105183,0.0024995943705550905,0.0003544830170517505,-0.2091358357937555,0.05776688620389886,0.11578115677136225,0.6637750548152305,0.12476122313841298,0.002373289340897527,5,2,inf,0.9993668513709393,0.9980759868830051,0.8624970683105183
5,2,inf,0.002983087319406556,0.0009500440812879596,0.8604926276022589,0.001864744879460528,0.00040325818799721933,-0.006163194104008072,0.9559007838073559,0.11312656659055652,0.6633060402926948,0.12544904570014914,0.0025796093794600624,5,2,inf,0.999049955918712,0.9970169126805934,0.8604926276022589
5,2,inf,0.001867628119837009,0.0006918502656763081,0.8627004309648313,0.002290910128658575,0.00039826193319380713,-0.17350992590866482,0.116717492506569,0.11910400501489883,0.662761434329931,0.12618298169823028,0.0028962669929025594,5,2,inf,0.9993081497343237,0.998132371880163,0.8627004309648313
5,2,inf,0.0018820810559626424,0.00039585000683617366,0.8628711859864778,0.002449657238776168,0.0004150947299726872,0.29312404354618155,0.007159467320123895,0.11551823770746415,0.663521092165448,0.12512769900848708,0.0023586928214942736,5,2,inf,0.9996041499931638,0.9981179189440373,0.8628711859864778
5,2,inf,0.0022687963287763677,0.0007052448821123214,0.8607411019953904,0.0020518494632916296,0.00036611779238858796,-0.1668534934573895,0.13164552129716314,0.11540028133545155,0.6639163785110545,0.12455511732496573,0.0024623115780177435,5,2,inf,0.9992947551178877,0.9977312036712236,0.8607411019953904
5,2,inf,0.002524109472994066,0.0004166534215457318,0.8635130385376626,0.0022420277081628753,0.0005060723548764854,-0.08464545188071007,0.4467594692915949,0.11756989187370648,0.6636303335711243,0.12496239152810862,0.002657061868441385,5,2,inf,0.9995833465784543,0.9974758905270059,0.8635130385376626
5,2,inf,0.002678213136759679,0.0005469476374759806,0.8609289920649817,0.001909765246176122,0.00040694058916524296,-0.005791909167159347,0.9585550003905318,0.11422242854113485,0.6644866874656733,0.12384062524753857,0.002611725580052184,5,2,inf,0.999453052362524,0.9973217868632404,0.8609289920649817
5,2,inf,0.0025609387978969837,0.0005960981085562089,0.8615439535861735,0.0019492829741197,0.0003969285238868311,-0.025237014317422903,0.8208364315836674,0.11584134991822514,0.6648126114692057,0.12341051468927365,0.002889178097687967,5,2,inf,0.9994039018914438,0.997439061202103,0.8615439535861735
5,2,inf,0.0028689776367965083,0.00048441009338251467,0.8609431413936858,0.0018794514595284965,0.0003524678744868344,-0.22965321048429774,0.03675168665373088,0.11376539585629696,0.664566455664586,0.12372558032280477,0.002862489835821578,5,2,inf,0.9995155899066175,0.9971310223632035,0.8609431413936858
5,2,inf,0.0019666307846331207,0.0004709092107892943,0.8627146169312896,0.002031968239014836,0.0004904490229895569,-0.1634463004744111,0.1398278286727984,0.11349472407283745,0.6635769900747447,0.12503687293246826,0.00243296876144157,5,2,inf,0.9995290907892107,0.9980333692153669,0.8627146169312896
5,2,inf,0.002862293274780092,0.001620956704487142,0.8583781376677312,0.002635870274420391,0.0003778086905550933,0.043962619487838,0.6931120659792545,0.11363490307053725,0.6636721799180069,0.12492298266074853,0.0029200359376546684,5,2,inf,0.9983790432955129,0.99713770672522,0.8583781376677312
5,2,inf,0.0034264884649445656,0.0010505789417361024,0.8594178290137979,0.0020216755079257337,0.0004998081426477197,0.03279494858086877,0.7685101534383803,0.11713274141090935,0.6627425289094783,0.12620293274113914,0.0027625132960286025,5,2,inf,0.9989494210582639,0.9965735115350555,0.8594178290137979
5,2,inf,0.0028685100797351515,0.0007825819588433981,0.860775909864007,0.002235171844021305,0.00038440181226316063,0.005007409120981472,0.9641646290383892,0.11576501694481325,0.6634501455898304,0.1252043485278742,0.002547236813625792,5,2,inf,0.9992174180411566,0.9971314899202649,0.860775909864007
5,2,inf,0.0031859617284503323,0.0009169909108877052,0.8589330307048509,0.0021286297951260105,0.0003362109262205725,0.0866761962138085,0.43589136190747024,0.11521538574641176,0.6641489053070869,0.12429822567855188,0.002392785351010142,5,2,inf,0.9990830090891123,0.9968140382715497,0.8589330307048509
5,2,inf,0.004082972044249506,0.0010785360363056997,0.8602219610605272,0.002095869974026239,0.00045120091073489247,0.04947307084355021,0.6569285049266311,0.1158411866684248,0.6636337280268523,0.12501028067336686,0.002428956394559551,5,2,inf,0.9989214639636943,0.9959170279557505,0.8602219610605272
5,2,inf,0.002866506661460032,0.0007026324257184412,0.8591127372962089,0.002222583082406893,0.000345224119688594,-0.036563966460744515,0.7427820215604974,0.11702354499504786,0.6633917694172078,0.12526983440642606,0.0029573077531080535,5,2,inf,0.9992973675742816,0.99713349333854,0.8591127372962089
5,2,inf,0.0022963153094200128,0.0004770364770689816,0.8610587060050406,0.001904896895555686,0.00035713953383027883,-0.2364414375815289,0.03139501317285556,0.1127404303396924,0.6646772572766368,0.1235960507610896,0.003018983379848038,5,2,inf,0.999522963522931,0.99770368469058,0.8610587060050406
5,5,1,0.007148382466691296,0.0020872265924656297,0.877080812065999,0.004907075271493059,0.0003757178016335429,-0.06955936631976417,0.5320610940739962,0.005569776561227258,0.860716327738391,0.003669399734664847,0.0013755163280712514,5,5,1,0.9979127734075344,0.9928516175333088,0.877080812065999
5,5,1,0.004004079675282161,0.0007355434703733009,0.8605715225448806,0.004461880270217271,0.00027619058402912204,-0.02103761912209249,0.8502683663964191,0.0032153487506869642,0.860638970010084,0.003783563738491758,0.0014660657413283575,5,5,1,0.9992644565296267,0.9959959203247178,0.8605715225448806
5,5,1,0.0038097429197626697,0.0007247788866351358,0.8669385486715708,0.005750108495545339,0.0003215930043575174,0.04775388807152546,0.6681376312484046,0.00440694504793715,0.8605673535779785,0.003602009466987965,0.0014751861824222818,5,5,1,0.9992752211133649,0.9961902570802373,0.8669385486715708
5,5,1,0.004805848795050913,0.000423094399614854,0.8677301955165274,0.004674913601049889,0.0002590805140843646,0.0869986786698739,0.4341793791136981,0.004160784122839267,0.8613763127994992,0.00379387307490564,0.0014645574018065368,5,5,1,0.9995769056003851,0.9951941512049491,0.8677301955165274
5,5,1,0.004130449592921194,0.0006185270610075122,0.8676168646072074,0.004793599866534502,0.00032104097453633886,0.10086703436573234,0.3642360517349461,0.004066964919934968,0.8609402510870878,0.003785394278276844,0.0014291032904469746,5,5,1,0.9993814729389925,0.9958695504070788,0.8676168646072074
5,5,1,0.003642950647655936,0.0006553787522398657,0.8631551635524749,0.0055554675665615465,0.00031490132924882967,0.09098354279409868,0.4133416019294135,0.003820696826846604,0.8607006072039833,0.0037763826900292226,0.0014644028845881138,5,5,1,0.9993446212477601,0.996357049352344,0.8631551635524749
5,5,1,0.005453131698867415,0.0007286468934775138,0.8681533336704081,0.004800571158229222,0.00028248341173174417,-0.11402823162657133,0.3046821708459679,0.003858531968071953,0.8616514519659848,0.003473154290352109,0.0015008958746017753,5,5,1,0.9992713531065225,0.9945468683011326,0.8681533336704081
5,5,1,0.004885620329552784,0.00047064188432832665,0.8663776934508025,0.0051093909386311755,0.00029726696881766566,-0.06585902191629635,0.5541535911133695,0.004413506565382086,0.8618337903919736,0.0039024676665202493,0.0014648317248384648,5,5,1,0.9995293581156717,0.9951143796704472,0.8663776934508025
5,5,1,0.005702444286147206,0.0009820111524647679,0.8671950909113059,0.0053107483741044155,0.00035162089057598364,-0.002123625849101218,0.9847982213149106,0.0035063182038364005,0.8626507763992698,0.0035651249595036742,0.0013936860144250474,5,5,1,0.9990179888475352,0.9942975557138528,0.8671950909113059
5,5,1,0.005227578932600988,0.001309943446972106,0.8686619384967175,0.005348717638869386,0.0003755286613593849,-0.05411844588838663,0.6270227929781331,0.0035483260629809443,0.8603498337219663,0.003883159335106967,0.0013614423288122984,5,5,1,0.9986900565530279,0.994772421067399,0.8686619384967175
5,5,1,0.005783464443086824,0.0008447277359602268,0.8712494080599771,0.004768901343828993,0.00038183207230908035,0.09097506835655614,0.4133852906424439,0.0040369317985011755,0.8610893278672823,0.003989791731552561,0.0013509984639240276,5,5,1,0.9991552722640398,0.9942165355569131,0.8712494080599771
5,5,1,0.005839980870151524,0.0005505708236408502,0.8695314490080219,0.004391526702254452,0.0003343417275044951,0.08965534576080912,0.4202216138245845,0.0032397369589731717,0.8601242115541746,0.003604890174391251,0.001346082849485936,5,5,1,0.9994494291763591,0.9941600191298485,0.8695314490080219
5,5,1,0.00504404139800001,0.0007558289371054628,0.8675624817862232,0.004941095282120002,0.000415992007810546,0.11108914479456226,0.3173974539050678,0.0037024590534615602,0.8615874885221326,0.0035626548271654452,0.0014452580365901212,5,5,1,0.9992441710628945,0.994955958602,0.8675624817862232
5,5,1,0.005108789546918176,0.0004978966573050414,0.8673765797303786,0.00537884270986371,0.0003336030853731607,-0.03663559454626543,0.7422956919207357,0.0062639067333987155,0.859896764813738,0.0038099026434084133,0.001463086680225126,5,5,1,0.999502103342695,0.9948912104530818,0.8673765797303786
5,5,1,0.007589291796917244,0.0007215994735463305,0.8702428064025522,0.004330267579347576,0.00030310329313843994,0.01901149622074548,0.8645448809376491,0.003865756586203695,0.862492621417958,0.003473411139671257,0.001403936636470913,5,5,1,0.9992784005264537,0.9924107082030827,0.8702428064025522
5,5,1,0.00408986417200519,0.0009670950486153627,0.866013344719274,0.004864981042846511,0.00032822836429064346,-0.02176950258847654,0.845122922625914,0.0038165014564577326,0.860989954975061,0.003612997929362649,0.001328330831414987,5,5,1,0.9990329049513846,0.9959101358279948,0.866013344719274
5,5,1,0.0038472193163281722,0.0004137766359404438,0.8689510362621896,0.004719440788006672,0.0002621726626301129,0.08872747270340264,0.4250668799701398,0.004212517022816442,0.8617703958723982,0.0035162101194257107,0.0013111244379791739,5,5,1,0.9995862233640596,0.9961527806836719,0.8689510362621896
5,5,1,0.004668173675248047,0.0004846775012365967,0.8636894357203049,0.005264617073422359,0.0002579113558800796,-0.18587531671872595,0.09248764688962588,0.003344162056792221,0.861188778566689,0.0036985869291847892,0.0015633951683892823,5,5,1,0.9995153224987634,0.9953318263247519,0.8636894357203049
5,5,1,0.005559193009693926,0.0008941142835006133,0.8657227516411499,0.004675449967956354,0.00031109675333721516,-0.08773736571371163,0.4302722677634401,0.004222602502032657,0.8591691568476593,0.003900086498225264,0.001414079533132459,5,5,1,0.9991058857164994,0.9944408069903061,0.8657227516411499
5,5,1,0.004766018590048192,0.0005066846948378334,0.8704929128250117,0.004800672614499232,0.00027060598526895186,-0.1465033109315884,0.18629790712283345,0.004646844136293016,0.8614674657217324,0.003656962219223736,0.0013415866416392134,5,5,1,0.9994933153051622,0.9952339814099518,0.8704929128250117
5,5,1.5,0.003413599925813349,0.0003805046441400784,0.8632136829603877,0.003111204305118777,0.000210298207192448,0.09681139111388072,0.3839369216915177,0.026395520309648646,0.7749899777416275,0.028302112998183308,0.0017395024352712994,5,5,1.5,0.9996194953558599,0.9965864000741866,0.8632136829603877
5,5,1.5,0.003238253125826751,0.0006773117388738648,0.8645436280618389,0.003173932889839293,0.0002470794600896125,0.08020960697947277,0.4710173977491549,0.025319659368340464,0.7742002744008989,0.02859433169270753,0.0013997477559796895,5,5,1.5,0.9993226882611261,0.9967617468741733,0.8645436280618389
5,5,1.5,0.0028397231837211548,0.0004883150644801049,0.8616875589576982,0.0034756661155403395,0.0002329262315740437,0.11832653961078735,0.2866924202345316,0.025422112446748638,0.7741335486336717,0.02842741872150434,0.0014520850757234163,5,5,1.5,0.9995116849355199,0.9971602768162788,0.8616875589576982
5,5,1.5,0.0025841231161315855,0.00041821485077964127,0.8617923206706701,0.003063520694194388,0.00019346447480588001,-0.08852863364578573,0.4261093495511147,0.02621808138124804,0.7732438167161179,0.029093686124110892,0.0015328634150481328,5,5,1.5,0.9995817851492204,0.9974158768838685,0.8617923206706701
5,5,1.5,0.002368703207246993,0.0003830886017004431,0.8643555849607236,0.003807104114839301,0.00022568233616008623,-0.008705590454864073,0.9377402722002162,0.02747829728983664,0.7740353194620373,0.028633378852900737,0.0015352322240230578,5,5,1.5,0.9996169113982996,0.997631296792753,0.8643555849607236
5,5,1.5,0.0029677207464101204,0.000232339405035642,0.8626724420305514,0.0034131958558878944,0.0002631796421050471,-0.23949386388983865,0.02920974198452026,0.02525885127264349,0.7745976236787505,0.02843184174012992,0.0015665810836897993,5,5,1.5,0.9997676605949644,0.9970322792535898,0.8626724420305514
5,5,1.5,0.004477975887057131,0.0007043121927119422,0.8627325815979933,0.0036051351840373264,0.0002123744143496717,0.09319822331463848,0.4020163823418567,0.028148433838748762,0.7728068052034422,0.029177727011799437,0.0014651291090756692,5,5,1.5,0.9992956878072881,0.9955220241129429,0.8627325815979933
5,5,1.5,0.0035412163634280474,0.0008784680819098334,0.8620015206177574,0.003001107257906413,0.00025108728976271853,0.06274956401043168,0.5730524350663307,0.026652896078986018,0.7732926656736184,0.028861109948472574,0.0015213075265446403,5,5,1.5,0.9991215319180902,0.9964587836365719,0.8620015206177574
5,5,1.5,0.004085375660524915,0.0005580359649561828,0.8630112160881778,0.003559125421844092,0.00024221710347572457,0.05049643408098587,0.6502917354894178,0.02949372939467532,0.7744903184203759,0.02845177429907464,0.00155975316293922,5,5,1.5,0.9994419640350438,0.9959146243394751,0.8630112160881778
5,5,1.5,0.0043150300421389,0.0004535519164501345,0.8640967005419786,0.003428588193831284,0.00024184835343326957,-0.16437230520502935,0.13756697854312158,0.024228763936648967,0.7747902689304388,0.028270130588272657,0.0014700102568231041,5,5,1.5,0.9995464480835499,0.9956849699578612,0.8640967005419786
5,5,1.5,0.0030491440455545056,0.00028223386019465835,0.8632147641696618,0.0034154950314504943,0.00021200589498663423,-0.022676871130666475,0.8387527599344022,0.026237067852495688,0.7743387866454841,0.028311210949845126,0.0015072860295811282,5,5,1.5,0.9997177661398053,0.9969508559544455,0.8632147641696618
5,5,1.5,0.00446136279294992,0.0007203461028275626,0.863483971748779,0.0034275264431955607,0.00022945646008748754,0.007822409586039997,0.944045766542327,0.02586443110396353,0.7745675680391677,0.028364527057340275,0.0015472357481621463,5,5,1.5,0.9992796538971724,0.99553863720705,0.863483971748779
5,5,1.5,0.0029723103498301385,0.0005075143939174964,0.8623871246974179,0.00404981965881262,0.0002106147515763017,-0.01707882203856401,0.8782035597739948,0.02872874668582925,0.7749205669939956,0.02826979348980618,0.0015767651018041074,5,5,1.5,0.9994924856060825,0.9970276896501699,0.8623871246974179
5,5,1.5,0.004641877940259542,0.000768686242298422,0.8604529472851943,0.003562475100868061,0.00022465079174655966,-0.2825267343293416,0.00965748876754224,0.027924943119357337,0.7743783451885887,0.02830201751942285,0.0014747462971270032,5,5,1.5,0.9992313137577016,0.9953581220597405,0.8604529472851943
5,5,1.5,0.004059329110571049,0.0004927661479285916,0.8651523784127858,0.004010921196227058,0.0002518064976449817,0.14181238701623095,0.20094885727868053,0.027482112404221937,0.7742380947613763,0.028604112725484576,0.0014554161713813951,5,5,1.5,0.9995072338520714,0.995940670889429,0.8651523784127858
5,5,1.5,0.003041260355019942,0.00036367415943106,0.8619092741442991,0.003369267094078284,0.0002215842604138296,-0.22757510528423155,0.038536835542898516,0.02760490100579549,0.7724297056620516,0.029490384610343142,0.0014556857219022107,5,5,1.5,0.9996363258405689,0.99695873964498,0.8619092741442991
5,5,1.5,0.003099942881800323,0.0003108817343027148,0.8619145125881023,0.003233697044995986,0.00024591703224133884,-0.03136002279347597,0.7783731370722613,0.02731780079478341,0.7743438592693764,0.028443691074667043,0.001609649506402811,5,5,1.5,0.9996891182656973,0.9969000571181996,0.8619145125881023
5,5,1.5,0.005158369476721447,0.0004031367970349642,0.8661849121139598,0.003414018603630268,0.00022094107312107866,-0.05980152489539321,0.5912425310142657,0.0240379210379138,0.774818761631997,0.02823066672653285,0.0014607358184343658,5,5,1.5,0.999596863202965,0.9948416305232786,0.8661849121139598
5,5,1.5,0.0037571085117434335,0.0003525993575550502,0.8666934642114036,0.0028937131961343844,0.00024899500127878514,0.02098439937502257,0.8506427701491953,0.02573830107217701,0.7743147586335083,0.028271401892748568,0.0015279571465350126,5,5,1.5,0.999647400642445,0.9962428914882566,0.8666934642114036
5,5,1.5,0.0021280266999390038,0.00021816162065357853,0.863740499222806,0.003113558167960721,0.00024533443222436003,-0.04235609665467356,0.7037962578307253,0.027819959874672676,0.7749181716930006,0.02798250842287331,0.0014552055767643494,5,5,1.5,0.9997818383793464,0.9978719733000609,0.863740499222806
5,5,2,0.002134291286782169,0.0003756596572075388,0.8627834915167728,0.00253943248448344,0.0002590062442192362,-0.03648553783587887,0.7433146400489563,0.05695070808055691,0.7217616894476907,0.06332536812331968,0.001619919533803633,5,5,2,0.9996243403427925,0.9978657087132178,0.8627834915167728
5,5,2,0.0022977135071110886,0.000242041002493476,0.8629091013957715,0.0025832521302396067,0.0002562734600869356,-0.023814802967668625,0.8307786112832413,0.057854752282598725,0.7209572871772068,0.06400598334960916,0.0016333296579550177,5,5,2,0.9997579589975065,0.997702286492889,0.8629091013957715
5,5,2,0.0040283315684479385,0.00044025991369966993,0.8640381916505095,0.002434360675056464,0.0002527937728956541,-0.09201212297246288,0.4080588623826582,0.05418666331907929,0.72234952512447,0.06293726838110647,0.0017441460942207998,5,5,2,0.9995597400863003,0.995971668431552,0.8640381916505095
5,5,2,0.0027793137991095475,0.0007661893552732835,0.8607016718461566,0.002461340866398875,0.00022858118580015307,0.022034037512735718,0.8432647148528131,0.05843027799240241,0.7212067527940323,0.06384997208085919,0.0016493041192400949,5,5,2,0.9992338106447267,0.9972206862008904,0.8607016718461566
5,5,2,0.0027174785667726216,0.0007072660547913223,0.8639130272013131,0.002663740656882606,0.0002284204913944035,0.015394414596270412,0.8901369085292512,0.06144656949367766,0.720390516862026,0.06455622517157211,0.0016761207447849582,5,5,2,0.9992927339452087,0.9972825214332274,0.8639130272013131
5,5,2,0.001995167869522037,0.00015646640078337268,0.8654457251341245,0.00267454742593325,0.0002927818851858676,0.13131813154103594,0.2366689002336692,0.0573116598958876,0.7203472396225036,0.06469186016536987,0.0018827305267062678,5,5,2,0.9998435335992166,0.998004832130478,0.8654457251341245
5,5,2,0.0033281990164341466,0.0007314572318994905,0.8590222256198834,0.002997041194315,0.00028159706112321746,0.08254193452782974,0.4581748295872486,0.05644226031794286,0.7202758954886143,0.064719689291453,0.001662052379036697,5,5,2,0.9992685427681005,0.9966718009835659,0.8590222256198834
5,5,2,0.004591401358439975,0.0006236036985951543,0.8612438700821531,0.002611832156061097,0.00025196479771595896,0.18668737977345706,0.09104692020455646,0.058416938066230724,0.7209279920281869,0.06407973819819235,0.0016615158174663651,5,5,2,0.9993763963014048,0.9954085986415601,0.8612438700821531
5,5,2,0.001860136358027722,0.00034972087416562664,0.862805314963215,0.002903734600603973,0.0002647361726523128,0.13215441694833227,0.2336706051715448,0.05833815911438611,0.7206408542027777,0.06433710743385568,0.0016267060730773674,5,5,2,0.9996502791258344,0.9981398636419723,0.862805314963215
5,5,2,0.00346822193869138,0.0005005866149780933,0.8610754068832718,0.002443448163347241,0.00021868613818040242,-0.008144475231985611,0.9417459507439492,0.0560532007538459,0.7219677041713475,0.06329870773303536,0.001687803331254911,5,5,2,0.9994994133850219,0.9965317780613087,0.8610754068832718
