,0,0,0,0,0,0,1,1,1,1,1,1,10,10,10,10,10,10,50,50,50,50,50,50,100,100,100,100,100,100,1000,1000,1000,1000,1000,1000
,num_unique_words,num_unique_words,num_words,num_words,successes,successes,num_unique_words,num_unique_words,num_words,num_words,successes,successes,num_unique_words,num_unique_words,num_words,num_words,successes,successes,num_unique_words,num_unique_words,num_words,num_words,successes,successes,num_unique_words,num_unique_words,num_words,num_words,successes,successes,num_unique_words,num_unique_words,num_words,num_words,successes,successes
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.99,0.09949874371066235,0.01,0.09949874371066235,1.0,0.0,1.9933333333333334,0.08137703743822501,0.006666666666666667,0.08137703743822501,1.0,0.0,1.9966666666666666,0.057638721552634956,0.0033333333333333335,0.05763872155263496,1.0,0.0,1.99,0.09949874371066207,0.01,0.09949874371066207,1.0,0.0,2.0,0.0,0.0,0.0
100,63.846666666666664,4.110533893412009,163.88,4.454091751786582,0.016666666666666666,0.12801909579781023,63.97,4.061498081578599,164.01333333333332,4.06363821661767,0.006666666666666667,0.08137703743822479,63.943333333333335,3.789475190870393,164.05,3.968311983702894,0.0033333333333333335,0.05763872155263511,63.64333333333333,3.839633952460691,163.72333333333333,4.113407616833302,0.0,0.0,64.01,3.8431627600194074,164.07333333333332,4.013471758410117,0.0033333333333333335,0.05763872155263502,63.86,3.887638529150228,163.94333333333333,3.955602215704818,0.006666666666666667,0.08137703743822455
200,86.56333333333333,4.851046851511082,283.55333333333334,5.847548394175309,0.02666666666666667,0.16110727964792804,86.86,4.749077103325794,283.99666666666667,5.595532940559716,0.006666666666666667,0.08137703743822466,86.76,4.568267359367953,283.9266666666667,5.8612816194261,0.023333333333333334,0.1509598916563234,86.85666666666667,5.094715126699648,283.92333333333335,6.149589868890087,0.023333333333333334,0.1509598916563234,87.09,4.595856829797899,284.1766666666667,5.503827960812567,0.013333333333333334,0.11469767022723487,86.90666666666667,4.878998075652647,283.95,6.0498622573851515,0.023333333333333334,0.1509598916563234
300,95.13,5.045767202979803,386.06333333333333,7.405807780984387,0.023333333333333334,0.1509598916563234,95.38,4.864387594206145,385.9266666666667,7.763673242880731,0.016666666666666666,0.1280190957978103,95.00666666666666,4.771438171266821,386.64,7.591029793995898,0.023333333333333334,0.1509598916563234,95.24,4.845176295382173,385.48333333333335,7.977241934960284,0.03333333333333333,0.17950549357115045,95.63,4.68683617521814,386.4033333333333,7.168960098151538,0.023333333333333334,0.1509598916563234,95.37666666666667,4.846454603338629,386.45,8.10149163220371,0.016666666666666666,0.1280190957978103
400,98.15333333333334,5.038169861721174,478.2733333333333,9.761418385095933,0.03,0.17058722109231933,98.33333333333333,4.88080139139283,478.06666666666666,10.724530551756358,0.03333333333333333,0.1795054935711504,97.98333333333333,4.936569884263994,479.21666666666664,10.149698955579368,0.02,0.13999999999999985,98.26666666666667,4.833448274495364,477.85333333333335,10.34561850360926,0.02666666666666667,0.16110727964792818,98.80333333333333,4.756538190276153,478.66333333333336,10.093726874758513,0.043333333333333335,0.20360637405433962,98.32333333333334,4.804732620610179,478.5366666666667,10.89810330082972,0.043333333333333335,0.20360637405433973
500,99.29,4.905700765436064,562.47,13.006758499590383,0.02666666666666667,0.16110727964792798,99.42,4.954822566617965,561.4066666666666,14.511648960595608,0.04666666666666667,0.2109238935940851,99.23,4.905483326509897,562.2766666666666,14.435377453403243,0.04,0.19595917942265398,99.29,4.943605297081608,562.79,13.422092484656284,0.023333333333333334,0.1509598916563234,99.93,4.812320992341775,562.9566666666667,13.715008405230964,0.05333333333333334,0.22469732728470385,99.57,4.7928870909574615,562.8666666666667,13.753141055369454,0.023333333333333334,0.1509598916563234
600,99.71333333333334,4.929958304984829,638.2133333333334,17.786919038689334,0.043333333333333335,0.20360637405434004,99.75333333333333,4.982551778177741,638.1166666666667,18.627481191925966,0.04,0.1959591794226539,99.54333333333334,4.893681867696573,638.4333333333333,18.490508075466426,0.07,0.25514701644346044,99.63,4.964517432070653,638.83,17.589801022183273,0.05,0.21794494717703353,100.26666666666667,4.82378366937085,639.48,17.876509726453875,0.05333333333333334,0.2246973272847038,99.87333333333333,4.76906233504612,638.6966666666667,18.700748351039014,0.06,0.23748684174075868
700,99.75,4.893618293246829,707.57,21.99299358129008,0.03666666666666667,0.18794207145347303,99.79,4.982559583186138,705.9366666666666,22.661700191193862,0.05333333333333334,0.22469732728470354,99.63333333333334,4.859240910082793,706.4933333333333,22.404090896282508,0.06333333333333334,0.24356153682842113,99.68666666666667,4.947237163867882,707.38,21.512994522691013,0.06333333333333334,0.24356153682842135,100.26,4.81100128178463,708.2,22.804531713382474,0.03,0.17058722109231927,99.87666666666667,4.78345644440875,708.0266666666666,22.855034942485233,0.06333333333333334,0.2435615368284215
800,99.62,4.906689311541949,768.5166666666667,28.793918146411098,0.07666666666666666,0.26606181403743123,99.7,5.01298314379771,764.7666666666667,27.81999680485643,0.08333333333333333,0.27638539919628313,99.56666666666666,4.913134324327888,766.9533333333334,28.84310123563153,0.043333333333333335,0.20360637405433976,99.60666666666667,4.995193245066254,769.5133333333333,26.183388287657163,0.06,0.23748684174075865,100.17,4.821593789056339,766.2633333333333,28.902606379971274,0.04,0.1959591794226539,99.77,4.800392345076247,765.83,29.0639713964443,0.07333333333333333,0.26068286394689505
900,99.47,4.901268543278703,820.6166666666667,34.29416455057946,0.07666666666666666,0.2660618140374315,99.54,5.012823555642067,814.3966666666666,33.36374262912096,0.05,0.21794494717703353,99.37666666666667,4.890956507223869,818.7133333333334,34.54887102191457,0.07666666666666666,0.26606181403743123,99.43,4.999176598867726,821.6233333333333,31.63618374934344,0.04666666666666667,0.21092389359408506,100.00333333333333,4.856952633996844,816.6633333333333,33.56948002112766,0.06,0.2374868417407584,99.54666666666667,4.781334076965919,817.28,31.519120123082963,0.10333333333333333,0.30439375084839737
1000,99.21666666666667,4.9311650640481375,867.0233333333333,39.902833511195944,0.09,0.28618176042508364,99.26666666666667,5.051292463870565,856.4966666666667,39.97028048715974,0.08333333333333333,0.27638539919628236,99.13666666666667,4.888556933174543,861.71,39.51386971684752,0.07666666666666666,0.2660618140374314,99.17333333333333,4.99499304859932,866.1133333333333,36.278742474837195,0.06666666666666667,0.24944382578493013,99.78,4.864661687448914,858.3166666666667,39.66000994564789,0.07333333333333333,0.260682863946895,99.25,4.761739878097781,859.36,39.973204358253135,0.07666666666666666,0.26606181403743157
