,B=1,B=1,B=1,B=1,B=1,B=1,B=5,B=5,B=5,B=5,B=5,B=5,B=10,B=10,B=10,B=10,B=10,B=10,B=15,B=15,B=15,B=15,B=15,B=15,B=20,B=20,B=20,B=20,B=20,B=20,B=25,B=25,B=25,B=25,B=25,B=25,B=30,B=30,B=30,B=30,B=30,B=30
,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
1170,199.45666666666668,0.7537388289203497,1.0,0.0,0.9966666666666668,0.05763872155263512,203.62,2.379551778521879,2.3666666666666667,0.4955356249106174,0.9933333333333332,0.08137703743822491,214.53666666666663,5.867025557204339,4.123333333333333,0.6890492644861399,0.9,0.3000000000000008,227.47333333333333,9.304261866955848,5.796666666666668,0.9066360288941118,0.8666666666666667,0.3399346342395187,240.51666666666668,13.168512528840234,7.52,1.1088733020503279,0.78,0.4142463035441604,253.95666666666668,15.546965048594597,9.276666666666667,1.2275132947910934,0.7233333333333334,0.4473502232280897,267.56666666666666,17.321823101381547,11.026666666666667,1.3537437801231902,0.6066666666666667,0.4884897360459303
1180,199.47333333333333,0.7411402626283979,1.0,0.0,1.0,0.0,203.52,2.322986583402209,2.353333333333333,0.4984865985048029,0.9866666666666668,0.11469767022723495,214.03666666666663,5.77309757024386,4.1,0.6806859285554053,0.8933333333333333,0.3086889840744059,226.75666666666663,9.32974395266142,5.76,0.9105309806188178,0.8266666666666667,0.37853518844209,239.67666666666668,12.949599307400296,7.473333333333334,1.1147296632916064,0.77,0.42083250825001695,252.75,15.437211535766425,9.213333333333333,1.2521270791026873,0.7233333333333334,0.4473502232280897,266.37333333333333,17.355516574148847,10.963333333333333,1.3839516690340814,0.69,0.4624932431938874
1190,199.49666666666667,0.7141350634781137,1.0,0.0,1.0,0.0,203.40666666666667,2.271847021453882,2.3366666666666664,0.493277023813417,0.9866666666666668,0.114697670227235,213.64,5.721631468966411,4.073333333333333,0.6840727706578852,0.9066666666666666,0.2908989897236193,226.17,9.103905755223966,5.716666666666668,0.9072240933504566,0.8566666666666667,0.3504124553849205,238.89,12.539985380108435,7.42,1.1121750461745374,0.7166666666666667,0.4506168611531931,251.82666666666665,15.270340169390098,9.18,1.2599999999999998,0.71,0.4537620521815369,265.07666666666665,17.101972270926982,10.91,1.3815088369846469,0.6233333333333333,0.4845501923319083
1200,199.5133333333333,0.6854357900067828,1.0,0.0,1.0,0.0,203.3033333333333,2.2236581471879986,2.3266666666666667,0.4898525855352347,0.9733333333333334,0.16110727964792793,213.45333333333332,5.756835550504773,4.046666666666667,0.6912468605514382,0.9133333333333332,0.2813459712801221,225.56,9.03842169112875,5.683333333333334,0.9072240933504564,0.8166666666666667,0.3869395588747975,238.25333333333333,12.471400170879855,7.37,1.116437787489001,0.7466666666666667,0.4349201714746698,250.86,15.192555194348753,9.086666666666666,1.2776888857968856,0.7933333333333333,0.4049142570416048,263.91333333333336,16.976036705374508,10.836666666666664,1.384433297618762,0.67,0.4702127178203495
1210,199.53333333333333,0.6699917080747262,1.0,0.0,0.9966666666666668,0.057638721552635164,203.22666666666663,2.209514778306667,2.31,0.4836320915737508,0.99,0.09949874371066232,213.20333333333332,5.702805352533861,4.02,0.7020921117156459,0.93,0.25514701644346066,224.89666666666668,9.02732826231303,5.633333333333334,0.9086008780292676,0.8166666666666667,0.3869395588747975,237.42333333333332,12.467188491752616,7.31,1.1108105148944152,0.8,0.3999999999999994,249.6833333333333,15.114112242830831,9.013333333333334,1.2883408796674198,0.76,0.4270831300812527,262.81333333333333,16.993679870927178,10.743333333333334,1.4250575037130568,0.6766666666666666,0.4677487454701377
1220,199.55,0.6589132466923577,1.0,0.0,1.0,0.0,203.2,2.210580617545234,2.3,0.4795831523312737,0.9866666666666668,0.1146976702272346,212.9033333333333,5.6018439424492685,3.9966666666666666,0.6952137960528562,0.9466666666666668,0.22469732728470415,224.2933333333333,8.884103156137304,5.6033333333333335,0.9197765429107724,0.8633333333333333,0.34349510751812606,236.6033333333333,12.155355015611665,7.25,1.1139269874337965,0.7533333333333333,0.4310710176087245,248.72333333333333,15.075591383277658,8.966666666666667,1.2723556455994909,0.7333333333333333,0.4422166387140521,261.56333333333333,17.03210660944663,10.696666666666667,1.4275814823991266,0.7133333333333334,0.4522044768563101
1230,199.59,0.6286758571261758,1.0,0.0,0.9933333333333332,0.08137703743822472,203.11666666666667,2.2037215996783406,2.28,0.4777726097911718,0.98,0.13999999999999985,212.58,5.488497062038021,3.973333333333333,0.687475252079828,0.9033333333333332,0.29550333707459586,223.48,8.605207725557825,5.55,0.9242113755341174,0.83,0.375632799419859,235.84,11.932633126570735,7.213333333333333,1.1348225509841734,0.8066666666666666,0.3949120858565303,247.67333333333332,14.719599934176953,8.906666666666666,1.277219201581654,0.77,0.4208325082500169,260.55333333333334,16.928294525898206,10.626666666666667,1.4354867544572552,0.6966666666666667,0.4596979684773719
1240,199.62,0.6073988255942967,1.0,0.0,0.9966666666666668,0.05763872155263525,203.03,2.1530830607913503,2.256666666666667,0.4804049217991928,0.9833333333333332,0.1280190957978103,212.25,5.504619272332405,3.933333333333333,0.7133644853010892,0.9133333333333332,0.2813459712801221,222.9,8.546929273136639,5.496666666666667,0.9291513451651594,0.8533333333333334,0.35377331097124226,235.1233333333333,11.795541059607606,7.153333333333332,1.1298180777846023,0.8333333333333334,0.3726779962499654,246.8766666666667,14.705150647156104,8.856666666666667,1.2791099335953195,0.7033333333333334,0.4567883049680179,259.19666666666666,16.858765936120253,10.546666666666667,1.4310213912524936,0.6933333333333334,0.4611097724210822
1250,199.6533333333333,0.5771962885843541,1.0,0.0,0.99,0.0994987437106625,202.9033333333333,2.097773952444724,2.243333333333333,0.4804049217991934,0.98,0.13999999999999985,211.89666666666668,5.401171683584548,3.91,0.7224264668462819,0.9333333333333332,0.2494438257849301,222.35,8.400446416709054,5.47,0.9142027492119392,0.8633333333333333,0.34349510751812634,234.38666666666663,11.620548849153195,7.083333333333332,1.1502415205319074,0.83,0.375632799419859,246.02,14.516413698523012,8.78,1.2642257182428591,0.7633333333333333,0.4250359461922667,257.9633333333333,16.58298291087047,10.493333333333334,1.4317665855702726,0.7466666666666667,0.4349201714746698
1260,199.67,0.5725090974531893,1.0,0.0,1.0,0.0,202.78333333333333,1.9957593932023852,2.223333333333333,0.4831723869961489,0.9866666666666668,0.11469767022723465,211.63666666666663,5.387453531637708,3.8766666666666665,0.7312926150925431,0.9433333333333334,0.2312045751181317,221.65666666666667,8.209676539845464,5.406666666666666,0.9493623591068292,0.8833333333333333,0.32102267140430313,233.65,11.565213645526256,7.03,1.1643739376448907,0.8133333333333334,0.3896437118987325,245.00333333333333,14.48205748120372,8.703333333333333,1.2630606565886764,0.79,0.407308237088326,256.8666666666667,16.357736871448797,10.423333333333334,1.4320575717787642,0.7,0.4582575694955853
1270,199.67333333333332,0.5656461398750579,1.0,0.0,1.0,0.0,202.7133333333333,1.917764902750654,2.223333333333333,0.4831723869961489,0.9933333333333332,0.08137703743822458,211.35666666666665,5.387280286832022,3.8466666666666662,0.7186716140831547,0.9266666666666666,0.2606828639468951,221.28,8.228098200677964,5.376666666666668,0.945932814151666,0.87,0.3363034344160046,232.73,11.371474545252841,6.933333333333334,1.1556623882239825,0.8066666666666666,0.3949120858565303,244.09,14.50041033902145,8.613333333333333,1.2637861985144303,0.8133333333333334,0.3896437118987326,255.5,16.505049732329393,10.34,1.4321545540431961,0.6966666666666667,0.4596979684773719
1280,199.68666666666667,0.5554177606890955,1.0,0.0,1.0,0.0,202.6233333333333,1.9100058173267949,2.2,0.4760952285695237,0.97,0.17058722109231927,211.19,5.32921820407709,3.823333333333333,0.7385496297172958,0.9166666666666666,0.2763853991962824,220.81666666666663,8.250841707904039,5.343333333333334,0.9445222190198715,0.8533333333333334,0.3537733109712421,232.06666666666663,11.194145295148218,6.8533333333333335,1.1511540103546332,0.8066666666666666,0.3949120858565303,243.0733333333333,14.143123967340292,8.55,1.2809501681694455,0.7533333333333333,0.4310710176087246,254.42,16.34452813635194,10.276666666666667,1.4560639485346163,0.7166666666666667,0.450616861153193
1290,199.70666666666668,0.5421766829692669,1.0,0.0,1.0,0.0,202.52666666666667,1.9242198996534208,2.183333333333333,0.4861984048604949,0.9833333333333332,0.12801909579781026,210.84333333333333,5.23502202054161,3.793333333333333,0.7375334267377706,0.9366666666666666,0.2435615368284213,220.48666666666668,8.176581736207904,5.33,0.9562600761996372,0.8533333333333334,0.3537733109712419,231.47,11.17000895254789,6.816666666666666,1.156022875590654,0.8433333333333334,0.3634862063713317,242.2933333333333,14.115970466893954,8.493333333333334,1.287098373172082,0.7766666666666666,0.4164799581679243,253.4033333333333,16.211949982103388,10.21,1.4716996976285617,0.7166666666666667,0.4506168611531933
1300,199.7333333333333,0.524933858267454,1.0,0.0,1.0,0.0,202.42666666666668,1.8880207155172424,2.1633333333333336,0.479571568057249,0.9933333333333332,0.08137703743822451,210.4633333333333,5.095290854199481,3.756666666666667,0.7376464073133038,0.9533333333333334,0.21092389359408506,220.05666666666667,8.079611514313186,5.283333333333333,0.977951373478708,0.8666666666666667,0.3399346342395186,230.8233333333333,11.142656276170817,6.743333333333332,1.2044869816186845,0.7966666666666666,0.4024784328245299,241.37,13.883555020238873,8.42,1.3128594745821047,0.7733333333333333,0.4186751591495365,252.44,16.18990632050311,10.143333333333333,1.463826796068746,0.6933333333333334,0.4611097724210821
1310,199.75666666666663,0.5007882675231992,1.0,0.0,0.9966666666666668,0.05763872155263525,202.35,1.8728320800328015,2.1566666666666667,0.481790641484683,0.9733333333333334,0.16110727964792818,210.18,4.975365983188241,3.723333333333333,0.7394517488578212,0.9366666666666666,0.24356153682842094,219.46,7.918021638431331,5.25,0.9768145508061736,0.8933333333333333,0.3086889840744059,230.28666666666663,11.033486403772027,6.703333333333332,1.2036010782462574,0.8166666666666667,0.3869395588747975,240.58333333333331,13.746868330237586,8.366666666666667,1.3136040330158694,0.7466666666666667,0.4349201714746699,251.17333333333332,15.909010724184645,10.043333333333333,1.481481990740653,0.7033333333333334,0.4567883049680178
1320,199.7733333333333,0.4918897798852449,1.0,0.0,1.0,0.0,202.26666666666668,1.8354533197248248,2.143333333333333,0.4790151934495978,1.0,0.0,209.91333333333333,5.009905743180758,3.683333333333333,0.7547994582816178,0.9366666666666666,0.2435615368284216,218.98666666666668,7.882881593822289,5.203333333333333,0.9842030052563095,0.9266666666666666,0.26068286394689505,229.49666666666667,10.883779470182024,6.636666666666668,1.1991617442567473,0.81,0.3923009049186603,239.4633333333333,13.356221604763665,8.29,1.3009868049548643,0.7933333333333333,0.4049142570416049,250.04666666666665,16.024080490173393,9.966666666666667,1.5205992970609403,0.7466666666666667,0.4349201714746698
1330,199.78333333333333,0.4579543888011347,1.0,0.0,1.0,0.0,202.16666666666663,1.7922673411693448,2.12,0.4749736834815166,0.9933333333333332,0.08137703743822458,209.72333333333333,4.9638817695652495,3.6666666666666665,0.7673909622147569,0.9366666666666666,0.2435615368284212,218.4933333333333,7.805764251856146,5.16,0.987117014340245,0.91,0.2861817604250835,228.77,10.842990055023263,6.586666666666668,1.2120872722521083,0.8233333333333334,0.3813863599495349,238.70666666666668,13.278326534452887,8.25,1.299038105676658,0.76,0.4270831300812528,248.9,15.738805545529818,9.893333333333333,1.5106142974153118,0.7166666666666667,0.4506168611531932
1340,199.79666666666665,0.44195273754353137,1.0,0.0,1.0,0.0,202.12,1.7259586708068502,2.103333333333333,0.4753828866176074,0.9966666666666668,0.057638721552635275,209.52666666666667,4.83486872164649,3.6266666666666665,0.7706851208863171,0.95,0.21794494717703328,218.0233333333333,7.677854879818684,5.136666666666667,1.0023250747913854,0.8533333333333334,0.3537733109712419,227.9633333333333,10.765778601145804,6.503333333333333,1.2041548442326238,0.8533333333333334,0.3537733109712421,237.92666666666668,13.248696371928661,8.183333333333334,1.3177210967761284,0.8066666666666666,0.3949120858565303,247.95666666666668,15.742557677271586,9.8,1.5297058540778368,0.7166666666666667,0.4506168611531932
1350,199.79666666666665,0.44195273754353137,1.0,0.0,1.0,0.0,202.05,1.7090445673923638,2.09,0.4850085909892037,0.99,0.09949874371066224,209.2633333333333,4.829146462425372,3.6066666666666665,0.7650417563041187,0.9433333333333334,0.2312045751181316,217.5733333333333,7.650574415616701,5.113333333333333,1.0167704865023477,0.9033333333333332,0.29550333707459586,227.31666666666663,10.606431487021863,6.456666666666668,1.1866432581960848,0.8333333333333334,0.3726779962499654,237.0133333333333,13.071590908871364,8.106666666666667,1.3096903790166932,0.77,0.42083250825001695,246.86666666666667,15.538840225562376,9.72,1.5060765806115786,0.7733333333333333,0.4186751591495365
1360,199.81666666666663,0.4199867722784728,1.0,0.0,1.0,0.0,201.95333333333332,1.6806215781337857,2.0766666666666667,0.4872941160690898,0.9866666666666668,0.11469767022723515,209.03,4.770999196534549,3.566666666666667,0.7608474807008886,0.9166666666666666,0.27638539919628285,217.16,7.457506285615853,5.086666666666667,1.0193897956893403,0.92,0.27129319932501,226.7433333333333,10.551656531348783,6.406666666666666,1.2005369169204636,0.8166666666666667,0.3869395588747975,236.22,13.032456918529727,8.023333333333332,1.3150876607875082,0.77,0.4208325082500168,245.93666666666667,15.445365719924604,9.643333333333333,1.541467554709543,0.7166666666666667,0.4506168611531933
1370,199.81666666666663,0.4199867722784728,1.0,0.0,1.0,0.0,201.88333333333333,1.6501683415808095,2.053333333333333,0.4937835783237656,0.99,0.09949874371066234,208.70666666666668,4.657677055738787,3.54,0.7714056433982489,0.94,0.23748684174075824,216.8233333333333,7.4698586926988675,5.046666666666667,1.025258774922486,0.9,0.3000000000000005,226.02666666666667,10.419498814988936,6.343333333333334,1.1512843070048144,0.8333333333333334,0.3726779962499655,235.44666666666663,12.967927959221376,7.956666666666668,1.3347117874490928,0.8333333333333334,0.3726779962499655,245.06333333333333,15.056758910498926,9.58,1.5395670387049294,0.7466666666666667,0.4349201714746698
1380,199.82666666666665,0.4122566622330753,1.0,0.0,0.9966666666666668,0.057638721552635004,201.8233333333333,1.6223816512221259,2.053333333333333,0.4937835783237656,0.99,0.0994987437106624,208.45333333333332,4.4767349212965,3.5166666666666666,0.7722621892135411,0.9533333333333334,0.21092389359408506,216.4,7.417996135525187,4.996666666666667,1.0181628335170945,0.9133333333333332,0.28134597128012195,225.54666666666665,10.459819416329434,6.3,1.167618659209132,0.86,0.34698703145794946,234.68,12.958816818418779,7.87,1.36128615654461,0.81,0.3923009049186605,244.22333333333333,14.953487515923793,9.49,1.5416117107322014,0.75,0.4330127018922193
1390,199.84333333333333,0.3900284889879486,1.0,0.0,0.9966666666666668,0.05763872155263518,201.78666666666663,1.5982768498883066,2.043333333333333,0.49811868286807204,1.0,0.0,208.23,4.308568981305353,3.493333333333333,0.7680856433728961,0.9466666666666668,0.22469732728470354,216.09333333333333,7.301001453377628,4.956666666666667,1.0139636197725337,0.8933333333333333,0.3086889840744059,225.08666666666667,10.38167402472046,6.26,1.1657901469246812,0.8566666666666667,0.35041245538492016,233.89333333333332,12.619639015791568,7.783333333333332,1.3151890442906733,0.7966666666666666,0.4024784328245297,243.32666666666665,14.869430236413073,9.41,1.5303267624922452,0.7233333333333334,0.4473502232280897
1400,199.84666666666664,0.38706875645319466,1.0,0.0,1.0,0.0,201.74666666666667,1.6317134824744497,2.03,0.4990991885387121,0.99,0.09949874371066207,207.9333333333333,4.2074008867972434,3.4633333333333334,0.7584999816890065,0.9766666666666668,0.1509598916563234,215.54666666666665,7.25588190520093,4.91,1.0174641680832488,0.8666666666666667,0.3399346342395186,224.54666666666665,10.324137844014976,6.223333333333334,1.1832676038082954,0.8533333333333334,0.3537733109712421,233.1,12.573649695560427,7.716666666666668,1.3126521075881294,0.7933333333333333,0.4049142570416048,242.6833333333333,14.900438099450488,9.34,1.5354912351860983,0.74,0.4386342439892257
1410,199.84666666666664,0.38706875645319466,1.0,0.0,1.0,0.0,201.73,1.636184586163801,2.013333333333333,0.5031456603763528,0.9866666666666668,0.11469767022723502,207.67333333333332,4.131176856807539,3.433333333333333,0.7652160188832663,0.9466666666666668,0.2246973272847036,215.16,7.1680587795209005,4.863333333333333,1.0350469661914985,0.9133333333333332,0.2813459712801221,223.93666666666667,10.151485386659214,6.163333333333332,1.2013834617732262,0.8433333333333334,0.3634862063713317,232.39333333333332,12.605764113646146,7.623333333333332,1.3094994802934787,0.81,0.3923009049186599,241.6533333333333,14.939650449577314,9.226666666666668,1.5368654968980062,0.7333333333333333,0.442216638714052
