,eta=1,eta=1,eta=1,eta=1,eta=1,eta=1,eta=2,eta=2,eta=2,eta=2,eta=2,eta=2,eta=3,eta=3,eta=3,eta=3,eta=3,eta=3
,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
1690,203.00333333333333,2.487968827957628,2.533333333333333,0.7498147919467988,0.9866666666666668,0.11469767022723452,246.99,17.956333144603892,4.226666666666667,0.6287200401521232,0.9333333333333332,0.24944382578493016,328.63,24.76717787718254,4.803333333333334,0.3974781615244909,0.8866666666666667,0.3169998247458326
1700,202.93,2.464095506807044,2.5166666666666666,0.7503702789660298,0.9733333333333334,0.16110727964792795,246.4333333333333,17.872853406462237,4.213333333333333,0.6280835047100738,0.9,0.30000000000000104,327.9633333333333,24.849184873731552,4.803333333333334,0.3974781615244909,0.9033333333333332,0.29550333707459586
1710,202.84,2.372284412403654,2.493333333333333,0.7415898836658682,0.9733333333333334,0.1611072796479282,245.77666666666667,17.801501497220823,4.183333333333334,0.6555320146432381,0.9466666666666668,0.22469732728470365,327.39,24.877256681555536,4.803333333333334,0.3974781615244909,0.8833333333333333,0.32102267140430313
1720,202.8,2.362202362203545,2.47,0.7499555542386057,0.9766666666666668,0.1509598916563234,245.22333333333333,17.735279028597827,4.163333333333333,0.6607991794452801,0.9366666666666666,0.24356153682842135,326.97,24.89288586457316,4.796666666666667,0.4024784328245282,0.8666666666666667,0.3399346342395184
1730,202.7,2.247220505424424,2.4566666666666666,0.7581483290813802,0.9933333333333332,0.0813770374382248,244.68666666666667,17.546751519551684,4.136666666666667,0.6567512635863155,0.91,0.2861817604250831,326.2966666666667,24.903185650746675,4.793333333333333,0.4049142570416051,0.8866666666666667,0.3169998247458325
1740,202.6033333333333,2.176998443321041,2.43,0.7561525419296475,0.9833333333333332,0.12801909579781026,244.08,17.416092175533148,4.116666666666666,0.6656241849238629,0.93,0.2551470164434606,325.58666666666664,24.967094789386724,4.79,0.407308237088326,0.8733333333333333,0.3325991915537705
1750,202.55666666666667,2.1401220110596983,2.4266666666666667,0.7558365490560033,0.9766666666666668,0.1509598916563234,243.5233333333333,17.346549769014267,4.096666666666667,0.6737869758973462,0.9333333333333332,0.2494438257849302,324.83666666666664,24.934514009478693,4.783333333333333,0.4119735698102753,0.87,0.3363034344160046
1760,202.46,2.1138590303045293,2.4033333333333333,0.7576205441306946,0.99,0.09949874371066203,242.9,17.249057945290822,4.073333333333333,0.6791825151525097,0.91,0.28618176042508325,324.38666666666666,24.885279897070788,4.776666666666666,0.4244080845391881,0.8333333333333334,0.3726779962499655
1770,202.38666666666663,2.0665161235492144,2.3833333333333333,0.7635807459303543,0.9833333333333332,0.12801909579781026,242.39333333333332,17.16232178025134,4.06,0.6755738301621823,0.94,0.237486841740758,323.9,24.948947873607807,4.766666666666667,0.4307615994440026,0.8833333333333333,0.32102267140430296
1780,202.32666666666665,2.065580359662196,2.353333333333333,0.7406003570677567,0.99,0.09949874371066247,241.85,17.18722878573895,4.05,0.6837397165588673,0.94,0.2374868417407589,323.31666666666666,25.208392561913875,4.76,0.4348179695765423,0.8833333333333333,0.32102267140430313
1790,202.28666666666663,2.0731189599784727,2.333333333333333,0.7453559924999308,0.9866666666666668,0.11469767022723497,241.2633333333333,17.05776427971212,4.026666666666666,0.687475252079828,0.9133333333333332,0.2813459712801223,322.74333333333334,25.08407440765732,4.75,0.44064346888007616,0.8666666666666667,0.3399346342395186
1800,202.23666666666668,2.020063255335228,2.3233333333333333,0.7430492730783218,0.9833333333333332,0.12801909579781032,240.74666666666667,16.90707412758209,4.013333333333334,0.6878630354624062,0.91,0.2861817604250831,322.17333333333335,25.017792779451103,4.746666666666667,0.4425180473406963,0.8566666666666667,0.35041245538492066
1810,202.17666666666668,2.050720740509434,2.31,0.7442445834535868,0.9866666666666668,0.11469767022723487,240.16333333333333,16.79811464288643,3.983333333333333,0.690209308028289,0.9366666666666666,0.2435615368284211,321.56333333333333,25.118505573027683,4.74,0.4461688768467231,0.8866666666666667,0.31699982474583266
1820,202.14333333333332,2.059803118962801,2.286666666666666,0.7423985153241855,0.9833333333333332,0.12801909579781026,239.56333333333333,16.714643945421695,3.9566666666666666,0.7034123178398916,0.9333333333333332,0.2494438257849302,320.92333333333335,25.193864111900112,4.726666666666667,0.4530881690012329,0.9066666666666666,0.2908989897236193
1830,202.07666666666665,1.980939732102472,2.27,0.7374053611594289,0.99,0.09949874371066207,238.9833333333333,16.667624972449502,3.9266666666666663,0.6937498748748636,0.96,0.1959591794226539,320.19666666666666,25.296600342514196,4.726666666666667,0.4530881690012329,0.8666666666666667,0.3399346342395183
1840,202.0,1.8850287354131592,2.256666666666667,0.7376464073133017,0.9933333333333332,0.08137703743822483,238.5133333333333,16.596480215863718,3.9166666666666665,0.6950219820664346,0.94,0.2374868417407588,319.52,25.37458571090373,4.723333333333334,0.4547404632192836,0.8733333333333333,0.3325991915537704
1850,201.92333333333332,1.8213883593444709,2.236666666666667,0.7307454337105953,0.9933333333333332,0.08137703743822455,237.91333333333333,16.479254298123514,3.89,0.7008803987367136,0.9533333333333334,0.2109238935940851,319.08,25.43462731526976,4.716666666666667,0.4579543888011369,0.8633333333333333,0.34349510751812606
1860,201.8766666666667,1.805950042375352,2.22,0.7245228314783001,0.99,0.09949874371066228,237.49666666666667,16.529266636955054,3.863333333333333,0.7056832780283863,0.9433333333333334,0.23120457511813144,318.49666666666667,25.44294248356944,4.703333333333333,0.4640282558446422,0.8466666666666667,0.360308509783245
1870,201.79,1.7337531542869642,2.1933333333333334,0.7275224318802058,0.9866666666666668,0.11469767022723508,237.02666666666667,16.50129153194447,3.83,0.6984029400472657,0.9533333333333334,0.2109238935940851,317.9033333333333,25.39331911262399,4.696666666666666,0.4668928023528413,0.9066666666666666,0.2908989897236193
1880,201.7,1.6482313753434858,2.16,0.6983790756697487,0.9866666666666668,0.114697670227235,236.45333333333332,16.287863238893213,3.806666666666666,0.7089585476050223,0.9333333333333332,0.24944382578493,317.46,25.483492696253396,4.693333333333333,0.468282915435625,0.9066666666666666,0.2908989897236193
1890,201.63666666666663,1.6405249837238716,2.123333333333333,0.7081352664255306,0.9833333333333332,0.12801909579781026,235.94,16.096678746457812,3.8,0.7071067811865469,0.9333333333333332,0.2494438257849303,316.87666666666667,25.53340535237885,4.6866666666666665,0.4780051138731562,0.8633333333333333,0.3434951075181262
1900,201.6033333333333,1.6204903236023636,2.103333333333333,0.7018942623754343,0.99,0.099498743710662,235.4333333333333,15.958453002162265,3.783333333333333,0.6998015591739011,0.9233333333333332,0.26606181403743123,316.25333333333333,25.665979211572843,4.676666666666667,0.4817906414846818,0.88,0.32496153618543705
1910,201.5233333333333,1.5904262182055364,2.08,0.7072953178599922,1.0,0.0,234.87,15.930885097821779,3.763333333333333,0.7075701771241869,0.94,0.23748684174075835,315.66,25.64327852154115,4.66,0.4875790534193749,0.91,0.2861817604250837
1920,201.5,1.5545631755148024,2.066666666666667,0.6992058987801011,0.99,0.09949874371066232,234.31,15.715615376645827,3.733333333333333,0.7039570693980958,0.9533333333333334,0.2109238935940851,315.12666666666667,25.65184767007805,4.6466666666666665,0.4984865985048029,0.91,0.2861817604250834
1930,201.44,1.4673331818870117,2.036666666666666,0.6942541961622476,0.9833333333333332,0.1280190957978103,233.84,15.694831420991221,3.71,0.6922668079095904,0.9533333333333334,0.2109238935940851,314.5566666666667,25.631623480033845,4.63,0.5030904491242102,0.9033333333333332,0.29550333707459586
1940,201.38666666666663,1.4319528235556132,2.023333333333333,0.6948301151280714,0.9966666666666668,0.05763872155263505,233.36,15.576169833006663,3.7,0.6952217871538076,0.9533333333333334,0.2109238935940851,313.82666666666665,25.62049873744763,4.62,0.5121197776562303,0.8766666666666667,0.3288194371113451
1950,201.32666666666665,1.3759683458891372,1.9933333333333332,0.6732673234970543,0.99,0.099498743710662,232.89333333333332,15.560054270113866,3.683333333333333,0.6902093080282895,0.9366666666666666,0.2435615368284212,313.33666666666664,25.52848060935516,4.61,0.5143604443060017,0.87,0.3363034344160046
1960,201.31,1.3906473312813676,1.9833333333333332,0.6804818554197875,0.99,0.09949874371066213,232.33333333333331,15.522528430925448,3.6633333333333336,0.6952137960528558,0.9633333333333334,0.1879420714534729,312.9,25.53618347887301,4.6,0.5163977794943223,0.9066666666666666,0.2908989897236193
1970,201.28666666666663,1.3751929157596583,1.9766666666666663,0.6802858876155586,0.9866666666666668,0.11469767022723502,231.9033333333333,15.455764476581399,3.653333333333333,0.6878630354624056,0.9566666666666668,0.20360637405434015,312.27,25.430764177795876,4.596666666666667,0.523439479681165,0.8866666666666667,0.31699982474583244
1980,201.2633333333333,1.3858771791019409,1.95,0.6885976086704533,0.99,0.09949874371066196,231.42333333333332,15.3728371559131,3.6233333333333335,0.6793052005951057,0.9266666666666666,0.2606828639468949,311.91333333333336,25.456744140251363,4.586666666666667,0.5251877970994955,0.8833333333333333,0.32102267140430313
1990,201.24,1.3646977687385544,1.9266666666666667,0.6937498748748636,0.9833333333333332,0.1280190957978103,230.98,15.312291359122806,3.61,0.6815912753745216,0.9333333333333332,0.2494438257849302,311.31666666666666,25.506006917761326,4.576666666666667,0.5267405011536103,0.8733333333333333,0.33259919155377066
2000,201.22333333333333,1.3687423262088307,1.9166666666666667,0.6950219820664343,0.9933333333333332,0.08137703743822483,230.6,15.202850609891119,3.6033333333333335,0.6826337882707615,0.9233333333333332,0.26606181403743123,310.83,25.518642205258484,4.57,0.5276678248039506,0.8733333333333333,0.3325991915537707
2010,201.1833333333333,1.3649379310267362,1.89,0.6961082291329908,0.99,0.09949874371066203,230.17666666666668,15.09388801984285,3.583333333333333,0.6853628398317361,0.9333333333333332,0.2494438257849303,310.31,25.61524090588777,4.5633333333333335,0.5285094343739027,0.9133333333333332,0.2813459712801225
2020,201.1533333333333,1.317759040526338,1.88,0.6920500945259179,0.9966666666666668,0.05763872155263521,229.73,14.923039234686744,3.5733333333333333,0.686504835298986,0.9566666666666668,0.20360637405434004,309.8233333333333,25.68408305200367,4.55,0.5299371031861547,0.8666666666666667,0.3399346342395185
2030,201.09,1.2336531116971283,1.856666666666667,0.6948301151280714,0.9933333333333332,0.0813770374382246,229.2633333333333,14.887376830351588,3.553333333333333,0.6931730583980371,0.96,0.1959591794226539,309.38666666666666,25.776031933216988,4.54,0.5307855813163487,0.89,0.3128897569432407
2040,201.0533333333333,1.2071269840226255,1.85,0.6934214687571565,0.9966666666666668,0.057638721552635226,228.79666666666665,14.759245313437347,3.536666666666666,0.6990390229132828,0.96,0.1959591794226539,308.92,25.801297125015502,4.533333333333333,0.5374838498865707,0.9033333333333332,0.29550333707459586
2050,201.0,1.1690451944500122,1.82,0.6838128398911496,1.0,0.0,228.28,14.627426294464788,3.5033333333333334,0.7094520577334485,0.9833333333333332,0.1280190957978103,308.43,25.825925604580632,4.52,0.5443038367186724,0.9,0.3000000000000009
2060,200.94333333333333,1.1255171650796314,1.79,0.6727307534717484,0.9933333333333332,0.08137703743822464,227.84666666666664,14.477447595791492,3.493333333333333,0.7141117248411177,0.9633333333333334,0.1879420714534729,307.81333333333333,25.97367556242709,4.503333333333333,0.5446609546824098,0.89,0.31288975694324056
2070,200.90666666666667,1.0822610077466899,1.7733333333333334,0.6597642676660259,0.9966666666666668,0.05763872155263515,227.44666666666663,14.472749873085231,3.4833333333333334,0.7092640943651082,0.9566666666666668,0.2036063740543397,307.33666666666664,25.95335538144453,4.493333333333333,0.5446303537466705,0.8966666666666666,0.3043937508483973
2080,200.87,1.0675985512666588,1.7466666666666666,0.6448427887649991,0.9966666666666668,0.05763872155263521,227.0233333333333,14.309534894219622,3.4633333333333334,0.7085117422378334,0.9666666666666668,0.1795054935711504,306.7133333333333,26.01738820267877,4.466666666666667,0.5436502143433369,0.8666666666666667,0.3399346342395189
2090,200.84333333333333,1.051406465433588,1.7366666666666666,0.6434196833241028,0.9966666666666668,0.057638721552635025,226.67333333333332,14.255523685770216,3.4233333333333333,0.7193438368093211,0.9833333333333332,0.1280190957978103,306.18,26.13173549537038,4.456666666666667,0.5429446462475603,0.9033333333333332,0.29550333707459586
2100,200.80666666666667,1.0468789593623282,1.7166666666666666,0.6400954789890524,0.9966666666666668,0.057638721552635226,226.23,14.010844609325545,3.39,0.705620294492725,0.9366666666666666,0.24356153682842124,305.8533333333333,26.3685132096766,4.443333333333333,0.5417153824247138,0.8866666666666667,0.3169998247458325
2110,200.7933333333333,1.0184738037322734,1.7066666666666668,0.6381918903346304,0.99,0.09949874371066196,225.91,14.044046188094564,3.37,0.7069417703507593,0.96,0.1959591794226539,305.38,26.35442277872919,4.43,0.546290520998976,0.8633333333333333,0.3434951075181261
2120,200.78,1.022219806760431,1.7,0.640312423743285,1.0,0.0,225.5433333333333,14.019562126622295,3.353333333333333,0.7130840685984287,0.9533333333333334,0.2109238935940851,304.87666666666667,26.271685434238048,4.42,0.5509990925582363,0.9,0.3000000000000009
2130,200.7633333333333,1.0233876207098735,1.6833333333333331,0.6400954789890514,0.9933333333333332,0.08137703743822487,225.22666666666663,13.939462766628505,3.35,0.7170541588099659,0.9533333333333334,0.2109238935940851,304.49333333333334,26.313050416518067,4.406666666666666,0.5488978856662585,0.89,0.3128897569432407
2140,200.74666666666667,0.9844569851220321,1.67,0.6280392769033903,0.9966666666666668,0.057638721552635275,224.86,13.8516088114943,3.34,0.7148892688148747,0.9533333333333334,0.2109238935940851,304.00666666666666,26.27153000662293,4.3933333333333335,0.5525295366664934,0.8866666666666667,0.3169998247458324
2150,200.72666666666663,0.9688251762945824,1.653333333333333,0.6270211763214665,0.9933333333333332,0.08137703743822483,224.5,13.847141702652333,3.333333333333333,0.7180219742846011,0.9533333333333334,0.2109238935940851,303.55333333333334,26.338827274998838,4.38,0.5558177159225258,0.9066666666666666,0.2908989897236193
2160,200.70666666666668,0.956010227746313,1.6333333333333333,0.6315765107165461,0.9933333333333332,0.08137703743822479,224.04666666666665,13.726537153347245,3.296666666666667,0.7178594724750962,0.97,0.1705872210923194,303.01,26.29797013712909,4.38,0.5558177159225258,0.8933333333333333,0.3086889840744059
2170,200.70666666666668,0.956010227746313,1.6266666666666667,0.6329472507422897,0.99,0.0994987437106625,223.67,13.604696493000741,3.27,0.7144461724534146,0.9766666666666668,0.1509598916563234,302.6433333333333,26.271076406488472,4.366666666666666,0.5527707983925654,0.9,0.3000000000000012
2180,200.67666666666668,0.9267086321432884,1.61,0.620134394036219,0.9966666666666668,0.057638721552634976,223.33,13.568631716819006,3.26,0.7111493045298807,0.9733333333333334,0.16110727964792812,302.1933333333333,26.332286055124197,4.36,0.5511200716117429,0.8866666666666667,0.3169998247458329
2190,200.67333333333332,0.9164908922381924,1.606666666666667,0.6207164319468998,1.0,0.0,223.02,13.521079838533607,3.23,0.7003094554076302,0.9533333333333334,0.2109238935940851,301.6333333333333,26.468828627064113,4.3533333333333335,0.5554177606890949,0.9066666666666666,0.2908989897236193
2200,200.6533333333333,0.9054403471362528,1.596666666666667,0.6169728969375848,0.9966666666666668,0.057638721552634976,222.61333333333332,13.430704457407368,3.21,0.7018309388069646,0.97,0.17058722109231908,301.09,26.388543600080183,4.343333333333334,0.5526803375872491,0.8833333333333333,0.32102267140430313
2210,200.63333333333333,0.908600878029269,1.586666666666667,0.6184568609764846,1.0,0.0,222.28666666666663,13.320578899665824,3.2,0.692820323027551,0.97,0.1705872210923192,300.5733333333333,26.545268672380928,4.32,0.5516037224916707,0.9,0.3000000000000013
2220,200.6233333333333,0.8989561848178276,1.5733333333333333,0.6147809004479188,0.9966666666666668,0.05763872155263521,222.02666666666667,13.249124080062378,3.1866666666666665,0.7013003794539275,0.97,0.1705872210923192,300.23333333333335,26.490732131990786,4.3133333333333335,0.5493834928556031,0.8833333333333333,0.3210226714043031
2230,200.58666666666667,0.8578008056782319,1.5666666666666669,0.6155395104206457,1.0,0.0,221.7,13.128467795849847,3.17,0.7125774811672511,0.94,0.23748684174075846,299.72333333333336,26.597370588504106,4.306666666666667,0.5531324936717749,0.8933333333333333,0.3086889840744058
2240,200.55,0.8170067319184079,1.55,0.6116916434500851,0.9933333333333332,0.08137703743822461,221.35666666666665,13.017787403736804,3.1566666666666667,0.7109539756943172,0.9633333333333334,0.18794207145347333,299.14666666666665,26.595083923328552,4.29,0.5590766196745017,0.91,0.2861817604250831
2250,200.53666666666663,0.7970710270874362,1.5333333333333334,0.607362238609621,0.9966666666666668,0.057638721552634976,221.03333333333333,12.848562392561885,3.14,0.7120861371117012,0.9666666666666668,0.1795054935711504,298.67333333333335,26.541790109603053,4.28,0.5670978751503136,0.9,0.3000000000000009
2260,200.51666666666668,0.7679337355672168,1.5233333333333334,0.607828557699914,0.9966666666666668,0.05763872155263501,220.75,12.7596042258371,3.123333333333333,0.7034123178398929,0.97,0.17058722109231922,298.38,26.58362152403869,4.266666666666667,0.5734883511361739,0.9033333333333332,0.29550333707459586
2270,200.49666666666667,0.737103942617473,1.5066666666666666,0.5971785513748998,0.9933333333333332,0.08137703743822501,220.40666666666667,12.61802766767541,3.1066666666666665,0.6942301891703905,0.98,0.13999999999999985,298.06333333333333,26.638555808368363,4.25,0.5894913061275798,0.8833333333333333,0.3210226714043032
2280,200.4833333333333,0.7323857514239936,1.49,0.591523456846809,1.0,0.0,220.11666666666667,12.550022133667953,3.0933333333333333,0.6961481323843521,0.9733333333333334,0.16110727964792804,297.6166666666667,26.63099176189693,4.23,0.5863161831867392,0.8966666666666666,0.3043937508483973
2290,200.47666666666663,0.7230414157493938,1.4833333333333334,0.5857094463601866,0.9933333333333332,0.08137703743822447,219.8,12.451505933018705,3.0766666666666667,0.6909815884345668,0.9566666666666668,0.20360637405433984,297.31,26.633197955434,4.21,0.5937732451590141,0.8866666666666667,0.3169998247458325
2300,200.45333333333332,0.7172788083366797,1.4633333333333334,0.5790701358404038,1.0,0.0,219.53666666666663,12.32593426704668,3.053333333333333,0.6907644718393936,0.9666666666666668,0.1795054935711505,296.8233333333333,26.58593843034739,4.196666666666666,0.5983217269069286,0.88,0.3249615361854375
2310,200.44333333333333,0.7118910653245274,1.4533333333333334,0.5725576147622362,1.0,0.0,219.29666666666665,12.210459541811776,3.043333333333333,0.6841945792113692,0.9633333333333334,0.18794207145347305,296.5433333333333,26.725171447324506,4.1866666666666665,0.5987394165151392,0.8766666666666667,0.3288194371113453
2320,200.43,0.7059981114233448,1.44,0.5713142742834274,0.9933333333333332,0.0813770374382248,219.03333333333333,12.181087344276323,3.013333333333333,0.6829999186595039,0.9566666666666668,0.2036063740543397,296.14,26.85554691306807,4.15,0.6062177826491056,0.8966666666666666,0.30439375084839704
2330,200.4333333333333,0.7340905181848397,1.4233333333333331,0.5634319440318915,0.99,0.099498743710662,218.71666666666667,12.074893604316168,2.99,0.6951498639382271,0.9566666666666668,0.20360637405433954,295.7,26.9001239154519,4.136666666666667,0.6093621437390268,0.8966666666666666,0.3043937508483971
2340,200.42666666666668,0.7379852452605139,1.413333333333333,0.5560175856531462,0.9966666666666668,0.057638721552635136,218.53333333333333,12.113720412087376,2.9766666666666666,0.6900161028716809,0.9633333333333334,0.18794207145347333,295.31,26.912585036248995,4.133333333333334,0.6073622386096211,0.8933333333333333,0.3086889840744058
2350,200.4033333333333,0.6980846812688416,1.393333333333333,0.5403291178120577,1.0,0.0,218.22333333333333,11.964675321777671,2.966666666666667,0.6823163163486232,0.97,0.1705872210923194,294.8566666666667,26.98226804567935,4.113333333333333,0.6059336230607733,0.8966666666666666,0.3043937508483972
2360,200.39666666666668,0.6874994949493085,1.39,0.5396603870336736,0.9966666666666668,0.05763872155263499,217.96666666666667,11.870645400407774,2.953333333333333,0.6766256145182648,0.96,0.1959591794226539,294.45,27.02407876937407,4.1,0.6027713773341719,0.8933333333333333,0.3086889840744059
2370,200.38333333333333,0.6755656066503763,1.38,0.5375251932080333,1.0,0.0,217.7,11.817360111293885,2.9433333333333334,0.6783230957458427,0.9733333333333334,0.16110727964792804,294.21666666666664,27.080676792790012,4.083333333333333,0.6025409160841729,0.91,0.28618176042508364
2380,200.38,0.6650313275828921,1.38,0.5375251932080333,1.0,0.0,217.37,11.737962628440535,2.9233333333333333,0.6861405751658262,0.9666666666666668,0.17950549357115045,293.82666666666665,27.09064947336791,4.0633333333333335,0.6104552035616995,0.8933333333333333,0.3086889840744059
2390,200.3533333333333,0.6545906269485441,1.356666666666667,0.5317789850011831,1.0,0.0,217.09666666666664,11.662789355705412,2.9,0.685565460040105,0.9766666666666668,0.1509598916563234,293.46666666666664,27.130466679034885,4.06,0.608057014870591,0.9133333333333332,0.2813459712801222
2400,200.33333333333331,0.6342099196813463,1.3433333333333333,0.5216533544627336,1.0,0.0,216.79666666666665,11.602097032672827,2.8866666666666667,0.6883474574822095,0.9733333333333334,0.16110727964792815,293.09,27.18140111669497,4.046666666666667,0.6146724511658382,0.92,0.27129319932500984
2410,200.31666666666663,0.6242773600109357,1.3266666666666669,0.5163547445528326,1.0,0.0,216.54,11.50543639618535,2.873333333333333,0.6956691423051313,0.98,0.13999999999999985,292.81,27.33570132019053,4.036666666666667,0.6126354725464571,0.9,0.3000000000000009
2420,200.3,0.6027713773341687,1.3166666666666669,0.5128894184476367,1.0,0.0,216.32,11.407786814277342,2.8666666666666667,0.6896053621859074,0.9866666666666668,0.11469767022723484,292.52666666666664,27.39432950245159,4.02,0.6161168720299749,0.9466666666666668,0.22469732728470346
2430,200.2733333333333,0.5644663162866506,1.3,0.5066228051190236,1.0,0.0,216.08666666666667,11.398793308455454,2.8433333333333333,0.682243032617817,0.9833333333333332,0.12801909579781032,292.2266666666667,27.41365758563097,3.99,0.6244197306299681,0.88,0.3249615361854373
2440,200.2733333333333,0.5644663162866506,1.2966666666666666,0.505294193734919,1.0,0.0,215.87,11.401159297779033,2.816666666666667,0.685362839831736,0.9766666666666668,0.1509598916563234,291.84,27.58661027865995,3.983333333333333,0.6242773600109361,0.8933333333333333,0.3086889840744059
2450,200.2633333333333,0.5483206685467518,1.2833333333333334,0.4792934614849479,1.0,0.0,215.59333333333333,11.262383801349024,2.79,0.6776675684532443,0.96,0.19595917942265387,291.4433333333333,27.59058031688029,3.973333333333333,0.6265957406671565,0.9133333333333332,0.2813459712801222
2460,200.24666666666667,0.5155795013596087,1.2766666666666666,0.4762235702785914,1.0,0.0,215.3733333333333,11.161568985685756,2.773333333333333,0.6697926710723411,0.97,0.17058722109231933,290.99,27.58229927568284,3.9566666666666666,0.6283222810699055,0.8866666666666667,0.3169998247458325
2470,200.22666666666663,0.4850658603621657,1.2566666666666666,0.4591175109804561,1.0,0.0,215.13333333333333,11.068674516650828,2.76,0.6601010023726162,0.9766666666666668,0.1509598916563234,290.5366666666667,27.518514777428603,3.95,0.6224949798994368,0.9333333333333332,0.2494438257849301
2480,200.21666666666667,0.4722875771768237,1.25,0.455521678957215,1.0,0.0,214.8733333333333,10.907365503283652,2.743333333333333,0.6512466677244666,0.9666666666666668,0.1795054935711505,290.2366666666667,27.54040647646452,3.9366666666666665,0.6266223388577493,0.9033333333333332,0.29550333707459586
2490,200.2133333333333,0.4702717890279561,1.2466666666666666,0.4536763408226411,1.0,0.0,214.6,10.760111523585618,2.7333333333333334,0.6446359868604559,0.9633333333333334,0.187942071453473,289.8666666666667,27.555076160704445,3.923333333333333,0.6304407629234937,0.89,0.3128897569432407
2500,200.22,0.4949073987458002,1.2433333333333334,0.4517988736398335,0.9933333333333332,0.08137703743822501,214.41333333333333,10.702452470760562,2.7066666666666666,0.6485539470408166,0.97,0.1705872210923195,289.48333333333335,27.61659625820837,3.92,0.6273754856543248,0.88,0.3249615361854377
2510,200.2,0.4830458915396461,1.2266666666666666,0.4419150245113757,1.0,0.0,214.11333333333332,10.56190428957876,2.6866666666666665,0.6338944882409238,0.97,0.17058722109231916,289.0966666666667,27.71883815907313,3.9166666666666665,0.6242773600109339,0.93,0.25514701644346044
2520,200.19333333333333,0.4788411938094815,1.22,0.4377213725647865,1.0,0.0,213.9,10.401121734377176,2.6766666666666667,0.6314973387821111,0.9733333333333334,0.16110727964792804,288.75,27.84542152670704,3.9133333333333336,0.6264893366122766,0.9233333333333332,0.266061814037431
2530,200.1833333333333,0.4722875771768261,1.21,0.4311612227462019,1.0,0.0,213.66,10.277048863041053,2.6566666666666667,0.6261966322348136,0.9833333333333332,0.12801909579781032,288.43666666666667,27.903870500145477,3.903333333333333,0.6276853422606669,0.8766666666666667,0.328819437111345
2540,200.1833333333333,0.4579543888011372,1.2066666666666668,0.4289004028391149,0.9966666666666668,0.05763872155263518,213.41666666666663,10.176921058071644,2.643333333333333,0.6240637431829831,0.96,0.19595917942265395,288.0433333333333,27.812972792485795,3.9,0.6298147875897071,0.8666666666666667,0.3399346342395185
2550,200.18,0.4628894756490654,1.2033333333333334,0.4266015575321892,0.9966666666666668,0.05763872155263518,213.22,10.142892421132474,2.6266666666666665,0.6115190557583281,0.98,0.13999999999999987,287.68,27.826203478016893,3.8933333333333335,0.6287200401521249,0.8866666666666667,0.31699982474583216
2560,200.17333333333332,0.4654269246855218,1.1933333333333334,0.4194705657797166,1.0,0.0,213.00333333333333,10.045396402775193,2.6166666666666667,0.6135054106435316,0.9766666666666668,0.1509598916563234,287.4066666666667,27.81932102374575,3.8866666666666663,0.6328419146112941,0.8966666666666666,0.30439375084839715
2570,200.17,0.470212717820349,1.1866666666666668,0.4145144415122624,0.9966666666666668,0.057638721552635136,212.8033333333333,9.941729672893397,2.6133333333333333,0.6141299174894156,0.98,0.13999999999999987,287.0933333333333,27.850038100911487,3.8733333333333335,0.6355749802781389,0.9233333333333332,0.26606181403743073
2580,200.16333333333333,0.4725698067187769,1.1766666666666667,0.4067622838410121,1.0,0.0,212.60666666666665,9.809788762025182,2.5966666666666667,0.6060711362721561,0.9833333333333332,0.12801909579781032,286.70666666666665,27.810321025755087,3.8666666666666663,0.6342099196813493,0.9066666666666666,0.2908989897236193
2590,200.16,0.4701772715334773,1.1733333333333331,0.4040901989517795,1.0,0.0,212.43666666666667,9.700480515016883,2.59,0.6070969170294532,0.9766666666666668,0.1509598916563234,286.31,27.874849476424664,3.85,0.638357266740184,0.9333333333333332,0.24944382578493
2600,200.1533333333333,0.4507278065036103,1.1733333333333331,0.4040901989517795,1.0,0.0,212.2,9.599305530436393,2.58,0.6029925372672531,0.9633333333333334,0.18794207145347333,285.92,27.924665321778413,3.8366666666666656,0.6350765483169898,0.9233333333333332,0.2660618140374314
2610,200.14,0.4401514890731759,1.16,0.3929376540877695,1.0,0.0,212.00666666666663,9.48015236633298,2.5733333333333333,0.603839566625292,0.9766666666666668,0.1509598916563234,285.43666666666667,28.01617370179035,3.82,0.6331929669013484,0.9066666666666666,0.2908989897236193
2620,200.13666666666663,0.4297156682686304,1.1566666666666667,0.3813863599495342,1.0,0.0,211.86333333333332,9.400956807096227,2.56,0.5997777366102649,0.9666666666666668,0.17950549357115053,285.1333333333333,28.135189512226294,3.806666666666666,0.6397568982737808,0.91,0.2861817604250832
2630,200.14,0.44015148907317575,1.153333333333333,0.3783590299643397,1.0,0.0,211.64333333333332,9.262259743472733,2.54,0.5845796210383447,0.97,0.17058722109231944,284.74333333333334,28.104758592728647,3.8,0.6377042156569676,0.94,0.23748684174075865
2640,200.13666666666663,0.4297156682686304,1.153333333333333,0.3783590299643397,0.9966666666666668,0.057638721552635275,211.49,9.175868714550509,2.533333333333333,0.5849976258261426,0.9766666666666668,0.1509598916563234,284.3833333333333,28.154390816038305,3.776666666666667,0.6325521498044427,0.8766666666666667,0.32881943711134515
