,eta=1,eta=1,eta=1,eta=1,eta=1,eta=1,eta=2,eta=2,eta=2,eta=2,eta=2,eta=2,eta=3,eta=3,eta=3,eta=3,eta=3,eta=3
,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
5680,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,223.69666666666663,27.72732687360171,1.9733333333333332,0.3549021774454977,0.9433333333333334,0.2312045751181316
5690,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,223.61666666666667,27.72609581042541,1.9733333333333332,0.3549021774454977,0.9733333333333334,0.1611072796479282
5700,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,223.47333333333333,27.653136450600943,1.97,0.3499047489436714,0.97,0.17058722109231955
5710,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,223.39,27.64099431400156,1.97,0.3499047489436714,0.95,0.21794494717703328
5720,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,223.26,27.5771475440566,1.9666666666666663,0.35433819375782144,0.9733333333333334,0.16110727964792804
5730,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,223.2,27.573900703382538,1.9633333333333332,0.3492690780600097,0.9633333333333334,0.18794207145347305
5740,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,223.08666666666667,27.503075383592204,1.9633333333333332,0.3492690780600097,0.9833333333333332,0.12801909579781026
5750,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,0.9966666666666668,0.057638721552635275,223.01,27.514539792626014,1.9633333333333332,0.3492690780600097,0.97,0.1705872210923192
5760,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,222.95333333333332,27.51395686233121,1.96,0.3440930106817053,0.9633333333333334,0.18794207145347286
5770,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,222.83,27.47352240491438,1.96,0.3440930106817053,0.98,0.13999999999999985
5780,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,222.7333333333333,27.439914156004356,1.9566666666666668,0.3388050898214037,0.9833333333333332,0.1280190957978103
5790,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,222.61666666666667,27.418540969367594,1.95,0.3378855822118885,0.9666666666666668,0.17950549357115053
5800,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,222.4933333333333,27.33855559868191,1.95,0.3378855822118885,0.9633333333333334,0.1879420714534729
5810,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,0.9966666666666668,0.057638721552635074,222.36333333333332,27.26141330810925,1.9466666666666668,0.3323986896618118,0.9733333333333334,0.1611072796479282
5820,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,222.2933333333333,27.23454832051053,1.9466666666666668,0.3323986896618118,0.9533333333333334,0.21092389359408506
5830,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,222.19666666666663,27.190157328628253,1.9466666666666668,0.3323986896618118,0.9666666666666668,0.1795054935711505
5840,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,222.09333333333333,27.14770626693083,1.9466666666666668,0.3323986896618118,0.9733333333333334,0.16110727964792795
5850,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.15095989165632304,1.0233333333333334,0.1509598916563234,1.0,0.0,221.99666666666667,27.13798056025705,1.9433333333333331,0.3368316427468705,0.97,0.17058722109231944
5860,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,221.88333333333333,27.060113122864472,1.9433333333333331,0.3368316427468705,0.98,0.13999999999999985
5870,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,221.8033333333333,27.073319995071827,1.94,0.3312602199681286,0.96,0.195959179422654
5880,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,221.73666666666668,27.080386301200047,1.9366666666666668,0.33564200505234115,0.9633333333333334,0.1879420714534728
5890,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,221.63666666666663,27.053859654811216,1.9333333333333331,0.3399346342395197,0.9666666666666668,0.1795054935711505
5900,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,221.53666666666663,26.9784232716114,1.9333333333333331,0.3399346342395197,0.9566666666666668,0.2036063740543396
5910,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,221.44333333333333,26.958859809387757,1.9333333333333331,0.3399346342395197,0.9666666666666668,0.17950549357115042
5920,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,221.36,26.974501540034694,1.93,0.3441414437892257,0.9733333333333334,0.1611072796479281
5930,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,221.25666666666663,26.932337234055428,1.9266666666666667,0.34826554364290624,0.9833333333333332,0.12801909579781032
5940,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,221.16666666666663,26.925308210347804,1.9266666666666667,0.34826554364290624,0.97,0.1705872210923194
5950,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,221.12,26.85564372715724,1.9266666666666667,0.34826554364290624,0.9566666666666668,0.2036063740543396
5960,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,221.04,26.805193526628386,1.9233333333333331,0.3523098383840873,0.98,0.13999999999999987
5970,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,220.91333333333333,26.698049034006623,1.9233333333333331,0.3523098383840873,0.98,0.13999999999999985
5980,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,220.81666666666663,26.673639713311623,1.9233333333333331,0.3523098383840873,0.97,0.17058722109231933
5990,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,220.68,26.617117299462272,1.9166666666666667,0.36016971308290435,0.9733333333333334,0.16110727964792815
6000,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,220.6,26.591978740464818,1.9166666666666667,0.36016971308290435,0.9833333333333332,0.12801909579781026
6010,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,220.5133333333333,26.506285208522826,1.9166666666666667,0.36016971308290435,0.9633333333333334,0.1879420714534729
6020,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,220.41666666666663,26.43917022567506,1.9166666666666667,0.36016971308290435,0.9733333333333334,0.16110727964792804
6030,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000032,1.02,0.1399999999999999,1.0,0.0,220.32666666666665,26.376124725887152,1.913333333333333,0.3639902318591653,0.9766666666666668,0.1509598916563234
6040,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579781026,1.0166666666666666,0.12801909579781026,1.0,0.0,220.20666666666668,26.34205678293848,1.91,0.3585619425798926,0.9733333333333334,0.16110727964792787
6050,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,220.13333333333333,26.364412040138927,1.91,0.3585619425798926,0.9933333333333332,0.08137703743822487
6060,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,220.06333333333333,26.352849097499046,1.91,0.3585619425798926,0.9733333333333334,0.16110727964792795
6070,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.9933333333333,26.35577018837093,1.91,0.3585619425798926,0.9733333333333334,0.16110727964792795
6080,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.92666666666668,26.400908233535386,1.91,0.3585619425798926,0.9733333333333334,0.16110727964792798
6090,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.8533333333333,26.37129415776852,1.91,0.3585619425798926,0.9666666666666668,0.1795054935711504
6100,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.75,26.302487208120326,1.91,0.3585619425798926,0.9666666666666668,0.1795054935711504
6110,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.68,26.298243287337648,1.9066666666666667,0.3623380864453653,0.97,0.17058722109231958
6120,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.57666666666665,26.217502847440592,1.903333333333333,0.35682239590897624,0.9533333333333334,0.2109238935940851
6130,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.49666666666667,26.1668363051826,1.903333333333333,0.35682239590897624,0.95,0.21794494717703344
6140,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.4,26.148549991666194,1.9,0.36055512754639935,0.9533333333333334,0.2109238935940851
6150,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.33,26.14551140572061,1.9,0.36055512754639935,0.98,0.13999999999999985
6160,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.28333333333333,26.19484151931869,1.9,0.36055512754639935,0.9866666666666668,0.11469767022723475
6170,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.22333333333333,26.17734622828595,1.9,0.36055512754639935,0.9566666666666668,0.2036063740543396
6180,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.17333333333332,26.221046677981576,1.9,0.36055512754639935,0.9566666666666668,0.20360637405433946
6190,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.09,26.19112890528647,1.9,0.36055512754639935,0.96,0.1959591794226539
6200,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,219.03,26.155989116580294,1.9,0.36055512754639935,0.9666666666666668,0.17950549357115056
6210,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,218.93666666666667,26.133362882636362,1.9,0.36055512754639935,0.9733333333333334,0.1611072796479282
6220,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,218.81,26.04433207692861,1.9,0.36055512754639935,0.98,0.1399999999999999
6230,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,218.75,26.01667734358098,1.8966666666666667,0.3549491356362056,0.9833333333333332,0.1280190957978103
6240,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,218.64,25.939874068057183,1.8966666666666667,0.3549491356362056,0.9633333333333334,0.187942071453473
6250,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,218.56,25.876625230762482,1.893333333333333,0.3586394041683407,0.9766666666666668,0.1509598916563234
6260,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,218.46666666666667,25.899335040798928,1.893333333333333,0.3586394041683407,0.9666666666666668,0.17950549357115056
6270,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,218.35,25.826230206258654,1.89,0.3622614157391498,0.96,0.1959591794226539
6280,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,218.26666666666668,25.78091456010737,1.8866666666666667,0.3658171978218389,0.9766666666666668,0.1509598916563234
6290,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,218.17666666666668,25.71974835715845,1.8866666666666667,0.3658171978218389,0.9933333333333332,0.08137703743822483
6300,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723518,1.0133333333333334,0.11469767022723487,1.0,0.0,218.11333333333332,25.683726797764802,1.8866666666666667,0.3658171978218389,0.9733333333333334,0.16110727964792815
6310,200.0,0.0,1.0,0.0,1.0,0.0,200.01,0.09949874371066184,1.01,0.09949874371066196,1.0,0.0,218.03,25.641940254200744,1.8833333333333333,0.36930866343600505,0.9733333333333334,0.16110727964792804
6320,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.92666666666668,25.56640938592844,1.8833333333333333,0.36930866343600505,0.9733333333333334,0.16110727964792804
6330,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.84333333333333,25.492197281172576,1.88,0.3727376199598495,0.97,0.17058722109231955
6340,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.78,25.449392920067854,1.8733333333333333,0.3705251528424067,0.96,0.1959591794226539
6350,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.74666666666667,25.445153216717358,1.87,0.3738538038681251,0.97,0.17058722109231944
6360,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.65666666666667,25.401026007274236,1.87,0.3738538038681251,0.9666666666666668,0.17950549357115045
6370,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.56,25.35007692296023,1.8633333333333333,0.3803361086664733,0.9833333333333332,0.12801909579781026
6380,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.48666666666668,25.331202541968306,1.86,0.3834927204871906,0.9766666666666668,0.1509598916563234
6390,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.40666666666667,25.27966156594841,1.86,0.3834927204871906,0.9733333333333334,0.16110727964792795
6400,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.32,25.221768375750326,1.8533333333333333,0.38964371189873176,0.9833333333333332,0.12801909579781026
6410,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.2433333333333,25.166594039630322,1.8533333333333333,0.38964371189873176,0.9633333333333334,0.1879420714534728
6420,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.15666666666667,25.064559086930338,1.8533333333333333,0.38964371189873176,0.9733333333333334,0.16110727964792818
6430,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.09666666666664,25.012143495154962,1.8533333333333333,0.38964371189873176,0.9833333333333332,0.1280190957978103
6440,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,217.0433333333333,25.02907886616862,1.85,0.392640632979659,0.96,0.195959179422654
6450,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,216.95,24.953974299364287,1.85,0.392640632979659,0.9833333333333332,0.1280190957978103
6460,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,216.85666666666665,24.91912496234346,1.846666666666667,0.3955867653105821,0.9733333333333334,0.16110727964792795
6470,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,216.76,24.812679554346108,1.846666666666667,0.3955867653105821,0.9866666666666668,0.11469767022723452
6480,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,216.66333333333333,24.76496158329792,1.8433333333333333,0.3984832353925181,0.98,0.1399999999999999
6490,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,216.58666666666667,24.743130135229233,1.8433333333333333,0.3984832353925181,0.98,0.13999999999999987
6500,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,216.5133333333333,24.73667632394369,1.8433333333333333,0.3984832353925181,0.98,0.1399999999999999
6510,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,216.44333333333333,24.714640510344356,1.8433333333333333,0.3984832353925181,0.9733333333333334,0.1611072796479282
6520,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,216.36666666666667,24.708005900022677,1.8433333333333333,0.3984832353925181,0.9833333333333332,0.1280190957978103
6530,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822478,1.0066666666666666,0.0813770374382246,1.0,0.0,216.26666666666668,24.652833959247406,1.8433333333333333,0.3984832353925181,0.9833333333333332,0.1280190957978103
6540,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.05763872155263521,1.0033333333333334,0.057638721552635136,1.0,0.0,216.22333333333333,24.65549544331965,1.84,0.4013311184877971,0.9666666666666668,0.17950549357115045
6550,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.05763872155263521,1.0033333333333334,0.057638721552635136,1.0,0.0,216.15,24.56910322607104,1.84,0.4013311184877971,0.98,0.13999999999999985
6560,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.05763872155263521,1.0033333333333334,0.057638721552635136,1.0,0.0,216.06333333333333,24.52466762715087,1.84,0.4013311184877971,0.9666666666666668,0.1795054935711505
6570,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.05763872155263521,1.0033333333333334,0.057638721552635136,1.0,0.0,215.98666666666668,24.464119758445328,1.836666666666667,0.4041314417639661,0.9566666666666668,0.2036063740543401
6580,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.05763872155263521,1.0033333333333334,0.057638721552635136,1.0,0.0,215.92333333333332,24.44294285792028,1.8333333333333333,0.4068851871911239,0.97,0.17058722109231927
6590,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.05763872155263521,1.0033333333333334,0.057638721552635136,1.0,0.0,215.83666666666667,24.39337318936345,1.8333333333333333,0.4068851871911239,0.9733333333333334,0.16110727964792795
6600,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.05763872155263521,1.0033333333333334,0.057638721552635136,1.0,0.0,215.75666666666663,24.38423238260515,1.83,0.4013726448077895,0.9866666666666668,0.11469767022723465
6610,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.05763872155263521,1.0033333333333334,0.057638721552635136,1.0,0.0,215.71666666666667,24.343987393650647,1.83,0.4013726448077895,0.9833333333333332,0.12801909579781026
6620,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,215.65666666666667,24.301278201407904,1.8266666666666669,0.4040901989517797,0.9833333333333332,0.1280190957978103
6630,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,215.5433333333333,24.260285562118906,1.82,0.4093897898091747,0.9866666666666668,0.11469767022723487
6640,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,215.49,24.25331386292055,1.8166666666666669,0.4119735698102763,0.9966666666666668,0.057638721552635226
6650,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,215.47333333333333,24.26553019316817,1.8166666666666669,0.4119735698102763,0.99,0.09949874371066264
6660,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,215.4,24.22078996784925,1.81,0.4170131892398608,0.99,0.09949874371066213
6670,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,215.34666666666664,24.211013104691748,1.8066666666666664,0.4194705657797167,0.9733333333333334,0.16110727964792795
6680,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,215.25333333333333,24.130944633165303,1.8066666666666664,0.4194705657797167,0.9933333333333332,0.08137703743822494
6690,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,215.14,24.02249778853148,1.8033333333333328,0.4218872940595501,0.97,0.17058722109231944
6700,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,215.09666666666664,24.01001156925078,1.8,0.42426406871192796,0.98,0.13999999999999985
6710,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,215.01,23.970187733933148,1.7966666666666666,0.4266015575321888,0.9733333333333334,0.1611072796479281
6720,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.9333333333333,23.93272979740413,1.7966666666666666,0.4266015575321888,0.97,0.17058722109231933
6730,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.8733333333333,23.888015591272715,1.7933333333333332,0.4289004028391148,0.98,0.13999999999999985
6740,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.81,23.844368307841567,1.79,0.423359579238894,0.9833333333333332,0.1280190957978103
6750,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.71666666666667,23.75141516251656,1.7866666666666666,0.4256237253203293,0.9733333333333334,0.1611072796479282
6760,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.65,23.698681397917472,1.7866666666666666,0.4256237253203293,0.9766666666666668,0.1509598916563234
6770,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.58333333333331,23.674382545039894,1.7833333333333334,0.4278499217664478,0.98,0.13999999999999987
6780,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.51,23.613482730564485,1.7833333333333334,0.4278499217664478,0.98,0.13999999999999987
6790,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.47666666666663,23.632099403612504,1.78,0.4300387579432045,0.9733333333333334,0.16110727964792804
6800,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.42666666666668,23.608994519509373,1.7766666666666666,0.43219080148574296,0.9833333333333332,0.1280190957978103
6810,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.36666666666667,23.567609599240697,1.7766666666666666,0.43219080148574296,0.96,0.1959591794226539
6820,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.2933333333333,23.45067068455732,1.77,0.4363866786845513,0.97,0.17058722109231958
6830,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.22666666666663,23.36568614205218,1.7666666666666666,0.43843154793219696,0.9766666666666668,0.1509598916563234
6840,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.17333333333332,23.322734735779942,1.76,0.4424176006143217,0.9833333333333332,0.12801909579781026
6850,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.09333333333333,23.285144525116333,1.7566666666666666,0.4443597141455957,0.9833333333333332,0.12801909579781026
6860,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.0233333333333,23.24384052221625,1.7566666666666666,0.4443597141455957,0.98,0.13999999999999987
6870,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,214.0,23.27659768952499,1.7566666666666666,0.4443597141455957,0.9866666666666668,0.11469767022723484
6880,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,213.95,23.252114599178572,1.7566666666666666,0.4443597141455957,0.98,0.13999999999999987
6890,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,213.89333333333332,23.196449919953032,1.7533333333333334,0.43873555690060995,0.9866666666666668,0.1146976702272347
6900,200.0,0.0,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,213.8533333333333,23.195512976052562,1.7533333333333334,0.43873555690060995,0.9666666666666668,0.17950549357115056
